Feature_A,Feature_A_noFeature_B,Feature_B,Feature_B_noFeature_B,Feature_C,Feature_C_noFeature_B,Constant_Feature,Constant_Feature_noFeature_B,Random_Feature,Random_Feature_noFeature_B,Outcome,Outcome_noFeature_B
75,2715,150,7186,-75,-3105,1,1,0.8223765071954363,0.7285529783041427,A,B
76,2716,152,7186,-76,-3106,1,1,0.9778847195304893,0.9565332113809033,A,B
79,2716,158,7186,-79,-3106,1,1,0.6979710284609668,0.6256876764001337,A,B
80,2718,160,7186,-80,-3108,1,1,0.9415013366407667,0.9029719541958754,A,B
82,2720,164,7186,-82,-3110,1,1,0.9416287092838972,0.9043969201407271,A,B
86,2723,172,7186,-86,-3111,1,1,0.2869783825158275,0.23900220918116455,A,B
87,2724,174,7186,-87,-3113,1,1,0.5018925915442932,0.44548728437867,A,B
88,2725,176,7186,-88,-3114,1,1,0.3964050051575225,0.35930265019109875,A,B
90,2728,180,7186,-90,-3115,1,1,0.013242854884556787,0.011188295829838046,A,B
94,2728,188,7186,-94,-3115,1,1,0.5265207302972543,0.4531663062812996,A,B
95,2731,190,7186,-95,-3119,1,1,0.6609598084835947,0.5503595556507457,A,B
96,2732,192,7186,-96,-3120,1,1,0.016605572806591473,0.016044092105171326,A,B
98,2733,196,7186,-98,-3121,1,1,0.6449088448282904,0.5465563330762127,A,B
100,2737,200,7186,-100,-3122,1,1,0.8481797477563088,0.7662524140463154,A,B
102,2738,204,7186,-102,-3123,1,1,0.6294291194169255,0.526907756287046,A,B
104,2739,208,7186,-104,-3124,1,1,0.890615547547888,0.8227425755255332,A,B
105,2739,210,7186,-105,-3124,1,1,0.9377880255675932,0.8887686724927855,A,B
107,2740,214,7186,-107,-3125,1,1,0.032301915976467255,0.018088136292188084,A,B
108,2742,216,7186,-108,-3126,1,1,0.1336018230712146,0.08241362266914498,A,B
110,2743,220,7186,-110,-3128,1,1,0.9747691571635393,0.9498464772421977,A,B
111,2744,222,7186,-111,-3130,1,1,0.8788620581272234,0.8096159738405615,A,B
113,2749,226,7186,-113,-3131,1,1,0.1660973237006036,0.10681514949348259,A,B
114,2750,228,7186,-114,-3132,1,1,0.9685172769880667,0.9342615917263499,A,B
115,2750,230,7186,-115,-3132,1,1,0.005803567415175737,0.002989714961723844,A,B
118,2751,236,7186,-118,-3133,1,1,0.919675485326568,0.8604389612096618,A,B
119,2752,238,7186,-119,-3134,1,1,0.3022123335446081,0.2603790319177123,A,B
121,2756,242,7186,-121,-3138,1,1,0.6624771296158547,0.56603695514831,A,B
122,2758,244,7186,-122,-3139,1,1,0.1630163259669717,0.10332125679851589,A,B
123,2759,246,7186,-123,-3141,1,1,0.6936277997545401,0.6124672021154907,A,B
125,2762,250,7186,-125,-3145,1,1,0.6729941847771092,0.5803660351829207,A,B
126,2762,252,7186,-126,-3145,1,1,0.9137568750850233,0.855370837435498,A,B
127,2764,254,7186,-127,-3146,1,1,0.6992500139805657,0.6317031651446298,A,B
128,2765,256,7186,-128,-3148,1,1,0.2513299512628794,0.20510197411074116,A,B
131,2766,262,7186,-131,-3149,1,1,0.993616189601595,0.9928011376356151,A,B
132,2767,264,7186,-132,-3150,1,1,0.1449232097167631,0.09412769060917414,A,B
133,2768,266,7186,-133,-3151,1,1,0.830310397250974,0.7464202462177183,A,B
134,2770,268,7186,-134,-3152,1,1,0.5059311051154343,0.45162097316133043,A,B
135,2770,270,7186,-135,-3152,1,1,0.07475916651300107,0.05197202665934175,A,B
136,2771,272,7186,-136,-3153,1,1,0.6619000512814831,0.552894523891626,A,B
137,2775,274,7186,-137,-3155,1,1,0.8255291585248388,0.7388978831613703,A,B
138,2776,276,7186,-138,-3156,1,1,0.34836967710432487,0.323764572400163,A,B
139,2777,278,7186,-139,-3158,1,1,0.2238781934844798,0.18051239965326915,A,B
141,2778,282,7186,-141,-3160,1,1,0.9260887356988164,0.861984116685601,A,B
142,2779,284,7186,-142,-3161,1,1,0.4300843539924808,0.3932606601995109,A,B
145,2779,290,7186,-145,-3161,1,1,0.7593844800894715,0.6647295682870051,A,B
148,2783,296,7186,-148,-3162,1,1,0.6408924187538013,0.5415846752911478,A,B
150,2785,300,7186,-150,-3163,1,1,0.3206402036563394,0.27561900253221705,A,B
153,2790,306,7186,-153,-3164,1,1,0.43226080718756266,0.3932606601995109,A,B
154,2791,308,7186,-154,-3166,1,1,0.3423969802462632,0.3143375863567962,A,B
155,2793,310,7186,-155,-3167,1,1,0.9581686060339867,0.9252363068042716,A,B
157,2797,314,7186,-157,-3175,1,1,0.30038742895901427,0.2548959713051634,A,B
158,2797,316,7186,-158,-3175,1,1,0.16611121221848002,0.1079461102000735,A,B
159,2798,318,7186,-159,-3177,1,1,0.3924735001343085,0.3477620687301779,A,B
160,2799,320,7186,-160,-3178,1,1,0.3366220477910521,0.30182243219740146,A,B
163,2800,326,7186,-163,-3180,1,1,0.4343468557278035,0.3994926474062215,A,B
164,2805,328,7186,-164,-3182,1,1,0.03250973551936864,0.025050600422351077,A,B
166,2807,332,7186,-166,-3183,1,1,0.864254434003911,0.789385420730574,A,B
167,2808,334,7186,-167,-3186,1,1,0.8477610646574206,0.7643606766559357,A,B
168,2808,336,7186,-168,-3186,1,1,0.3365759291558055,0.2926868978829027,A,B
172,2809,344,7186,-172,-3188,1,1,0.6958387718907777,0.6201805292756517,A,B
174,2810,348,7186,-174,-3189,1,1,0.25967427381791874,0.20700641306891354,A,B
175,2811,350,7186,-175,-3190,1,1,0.9306626213861238,0.8769638926540771,A,B
177,2812,354,7186,-177,-3191,1,1,0.20158773383147066,0.1603827427768152,A,B
178,2814,356,7186,-178,-3192,1,1,0.778504826639425,0.6841183600492824,A,B
179,2819,358,7186,-179,-3195,1,1,0.45940875706108997,0.42448085266597657,A,B
182,2819,364,7186,-182,-3195,1,1,0.9582036701646632,0.9252363068042716,A,B
184,2820,368,7186,-184,-3197,1,1,0.28431149617241036,0.23860432736567105,A,B
185,2821,370,7186,-185,-3198,1,1,0.619103787742888,0.5153885369209218,A,B
186,2822,372,7186,-186,-3199,1,1,0.18300226213116733,0.1272370169144107,A,B
187,2823,374,7186,-187,-3201,1,1,0.19656924298007727,0.15649203068923745,A,B
188,2827,376,7186,-188,-3204,1,1,0.482859276501562,0.42887276456757684,A,B
189,2829,378,7186,-189,-3205,1,1,0.752197833869833,0.654358634418288,A,B
191,2829,382,7186,-191,-3205,1,1,0.5774173821942246,0.509357468198439,A,B
192,2833,384,7186,-192,-3206,1,1,0.695600677858953,0.6124672021154907,A,B
193,2834,386,7186,-193,-3207,1,1,0.4072908096548714,0.36265753310929716,A,B
194,2835,388,7186,-194,-3210,1,1,0.4603405098046056,0.42840865428587604,A,B
195,2836,390,7186,-195,-3211,1,1,0.2207904605523502,0.17250576268993667,A,B
197,2837,394,7186,-197,-3213,1,1,0.8756430222488443,0.8082879548262514,A,B
198,2839,396,7186,-198,-3214,1,1,0.6383263705231901,0.5300522225750692,A,B
199,2840,398,7186,-199,-3216,1,1,0.42750439349394964,0.3847362545009849,A,B
200,2840,400,7186,-200,-3216,1,1,0.6395758359226562,0.5342509451633768,A,B
201,2842,402,7186,-201,-3217,1,1,0.32902515698151547,0.2798358682128692,A,B
202,2843,404,7186,-202,-3218,1,1,0.10967161772790934,0.07455467081615108,A,B
203,2844,406,7186,-203,-3219,1,1,0.848263938368888,0.7750692116684814,A,B
204,2845,408,7186,-204,-3223,1,1,0.8707961557427062,0.7988039409808276,A,B
205,2848,410,7186,-205,-3225,1,1,0.8075161442895978,0.7220217765402844,A,B
206,2849,412,7186,-206,-3227,1,1,0.10331685536768154,0.07455467081615108,A,B
207,2849,414,7186,-207,-3227,1,1,0.13662829211192562,0.08688639997486514,A,B
208,2850,416,7186,-208,-3228,1,1,0.6710595818725489,0.5762729908066979,A,B
209,2854,418,7186,-209,-3230,1,1,0.9379532276060546,0.8936795348799073,A,B
210,2855,420,7186,-210,-3231,1,1,0.31465097564484,0.2618722429021725,A,B
211,2856,422,7186,-211,-3233,1,1,0.19127882187623002,0.13909919586999575,A,B
213,2858,426,7186,-213,-3234,1,1,0.2353166551912238,0.19793577235533866,A,B
214,2859,428,7186,-214,-3235,1,1,0.8979116153771846,0.8280406900758914,A,B
216,2859,432,7186,-216,-3235,1,1,0.41634460234777093,0.37644150870379745,A,B
218,2862,436,7186,-218,-3239,1,1,0.28420085977021914,0.23860432736567105,A,B
220,2863,440,7186,-220,-3240,1,1,0.78847094618404,0.690413904251382,A,B
221,2864,442,7186,-221,-3243,1,1,0.6333794973258765,0.5300522225750692,A,B
222,2866,444,7186,-222,-3244,1,1,0.7278025637223228,0.6373622107997243,A,B
223,2867,446,7186,-223,-3245,1,1,0.5258727495131906,0.4531663062812996,A,B
225,2868,450,7186,-225,-3246,1,1,0.5375510503105579,0.48126903846298574,A,B
226,2868,452,7186,-226,-3246,1,1,0.5203339512986007,0.4528903789780997,A,B
227,2869,454,7186,-227,-3247,1,1,0.9814497206788246,0.9667428573126903,A,B
228,2871,456,7186,-228,-3248,1,1,0.7111955913616334,0.6361071963325342,A,B
229,2872,458,7186,-229,-3249,1,1,0.9830327780548488,0.9691592757723164,A,B
230,2873,460,7186,-230,-3250,1,1,0.07909178455675892,0.056240612322284056,A,B
231,2876,462,7186,-231,-3252,1,1,0.6881169132413819,0.6106806964843985,A,B
232,2877,464,7186,-232,-3254,1,1,0.1942948206963211,0.14104148424720753,A,B
234,2877,468,7186,-234,-3254,1,1,0.48821546533748117,0.43749042141262795,A,B
236,2878,472,7186,-236,-3258,1,1,0.5280955631705702,0.4717864721375966,A,B
237,2882,474,7186,-237,-3260,1,1,0.9683964774256589,0.9302314128858158,A,B
239,2884,478,7186,-239,-3262,1,1,0.27024363368102944,0.22472490062373818,A,B
241,2887,482,7186,-241,-3263,1,1,0.5023693300652647,0.44730495999430764,A,B
242,2889,484,7186,-242,-3264,1,1,0.9923271937418937,0.987370946598683,A,B
243,2893,486,7186,-243,-3265,1,1,0.2040942866043638,0.16510630606638088,A,B
245,2893,490,7186,-245,-3265,1,1,0.09555874794737329,0.07019586550984602,A,B
246,2894,492,7186,-246,-3266,1,1,0.42973678255641257,0.38703361459027685,A,B
247,2896,494,7186,-247,-3267,1,1,0.2203314415358042,0.17051549911377728,A,B
248,2898,496,7186,-248,-3268,1,1,0.2993777788079327,0.25332236659078133,A,B
251,2899,502,7186,-251,-3270,1,1,0.8544220979784193,0.7825274309181992,A,B
252,2900,504,7186,-252,-3271,1,1,0.9902236741399505,0.9820972047589576,A,B
253,2901,506,7186,-253,-3273,1,1,0.951031243541488,0.911138148279308,A,B
254,2901,508,7186,-254,-3273,1,1,0.6168584396942333,0.5118637314659358,A,B
255,2903,510,7186,-255,-3274,1,1,0.39072377504366995,0.34507636947604514,A,B
257,2905,514,7186,-257,-3279,1,1,0.8182631141715697,0.7278656981602999,A,B
258,2906,516,7186,-258,-3280,1,1,0.22105577494690054,0.17318401389686366,A,B
259,2907,518,7186,-259,-3281,1,1,0.9041387347960842,0.8352007840775202,A,B
260,2908,520,7186,-260,-3282,1,1,0.016832631765954176,0.016044092105171326,A,B
262,2909,524,7186,-262,-3286,1,1,0.4373829646657933,0.4139888467203876,A,B
263,2909,526,7186,-263,-3286,1,1,0.840587185151296,0.7576289496214702,A,B
264,2910,528,7186,-264,-3287,1,1,0.9733661681909265,0.9406661062732151,A,B
265,2913,530,7186,-265,-3289,1,1,0.48915470486135737,0.44011053017510116,A,B
266,2918,532,7186,-266,-3291,1,1,0.14666082172914485,0.09637025062913651,A,B
267,2920,534,7186,-267,-3292,1,1,0.3786259951854999,0.33952239001583573,A,B
269,2922,538,7186,-269,-3293,1,1,0.2872545534412503,0.24104662079416184,A,B
270,2923,540,7186,-270,-3294,1,1,0.1969919498853112,0.15649203068923745,A,B
271,2923,542,7186,-271,-3294,1,1,0.0611116822181873,0.04299035137096496,A,B
272,2924,544,7186,-272,-3296,1,1,0.07116520177500085,0.04852163040416935,A,B
273,2928,546,7186,-273,-3297,1,1,0.8894404859027737,0.8193931681354194,A,B
275,2931,550,7186,-275,-3298,1,1,0.15492830250445333,0.09637025062913651,A,B
276,2934,552,7186,-276,-3299,1,1,0.28202809091643,0.23640044961784124,A,B
277,2937,554,7186,-277,-3303,1,1,0.743405894168948,0.6463417342976022,A,B
278,2938,556,7186,-278,-3304,1,1,0.6968866342281724,0.6212302131687538,A,B
280,2938,560,7186,-280,-3304,1,1,0.43658451642870155,0.40654167027195154,A,B
281,2939,562,7186,-281,-3306,1,1,0.17724808034114725,0.1272370169144107,A,B
282,2940,564,7186,-282,-3307,1,1,0.39910127098051573,0.36265753310929716,A,B
283,2941,566,7186,-283,-3308,1,1,0.44796293089353034,0.41405679118103156,A,B
285,2942,570,7186,-285,-3309,1,1,0.7917550186712031,0.6945155977988335,A,B
288,2944,576,7186,-288,-3311,1,1,0.9263273665642974,0.8689264429483963,A,B
289,2945,578,7186,-289,-3312,1,1,0.3551343350256999,0.32689641467632335,A,B
291,2945,582,7186,-291,-3312,1,1,0.7874792577862675,0.6879039825576002,A,B
293,2946,586,7186,-293,-3313,1,1,0.8643509182458047,0.7938238921019529,A,B
294,2948,588,7186,-294,-3314,1,1,0.8568967259859687,0.7853034397481469,A,B
296,2949,592,7186,-296,-3319,1,1,0.26698707517429443,0.21859222805099499,A,B
298,2950,596,7186,-298,-3320,1,1,0.9354181202766216,0.8852113150698214,A,B
301,2951,602,7186,-301,-3322,1,1,0.9832847700644504,0.9726113254059179,A,B
303,2952,606,7186,-303,-3323,1,1,0.5593507314904669,0.49773126859260164,A,B
304,2952,608,7186,-304,-3323,1,1,0.3363914851801755,0.2926868978829027,A,B
305,2955,610,7186,-305,-3324,1,1,0.8515792183726508,0.7803108024205748,A,B
306,2957,612,7186,-306,-3327,1,1,0.45833798387878977,0.42234695352754115,A,B
309,2959,618,7186,-309,-3332,1,1,0.677880656611292,0.5994001865348264,A,B
310,2960,620,7186,-310,-3335,1,1,0.899578737197081,0.8320237885278572,A,B
311,2963,622,7186,-311,-3340,1,1,0.679167721090575,0.5997819909809575,A,B
312,2964,624,7186,-312,-3343,1,1,0.940133268950241,0.895174528343068,A,B
313,2964,626,7186,-313,-3343,1,1,0.1211475054646769,0.07851392549317071,A,B
315,2965,630,7186,-315,-3344,1,1,0.2237084225436926,0.18051239965326915,A,B
316,2967,632,7186,-316,-3348,1,1,0.9809355323556075,0.9637729697421694,A,B
317,2968,634,7186,-317,-3349,1,1,0.5683275716412851,0.5039488754114507,A,B
320,2969,640,7186,-320,-3352,1,1,0.5563588680844908,0.496388161710013,A,B
321,2971,642,7186,-321,-3353,1,1,0.9877449375181594,0.9820972047589576,A,B
325,2972,650,7186,-325,-3355,1,1,0.05394972748495708,0.03840826002130515,A,B
327,2972,654,7186,-327,-3355,1,1,0.08198475287238816,0.06393853573037012,A,B
330,2974,660,7186,-330,-3357,1,1,0.9852833002731272,0.9779925537745947,A,B
331,2976,662,7186,-331,-3358,1,1,0.4848131647785855,0.43314377789333625,A,B
333,2982,666,7186,-333,-3360,1,1,0.061295597213174124,0.04299035137096496,A,B
334,2983,668,7186,-334,-3362,1,1,0.48599443681417975,0.43749042141262795,A,B
337,2984,674,7186,-337,-3363,1,1,0.6645873913006277,0.570871766354719,A,B
339,2985,678,7186,-339,-3366,1,1,0.7291844427581446,0.6373622107997243,A,B
340,2985,680,7186,-340,-3366,1,1,0.43704554479646995,0.4074261197858208,A,B
341,2986,682,7186,-341,-3368,1,1,0.7510836080053545,0.6498675454640447,A,B
342,2987,684,7186,-342,-3369,1,1,0.9491344445479667,0.9099482488617106,A,B
343,2988,686,7186,-343,-3370,1,1,0.5586347988452169,0.49738128956208083,A,B
346,2992,692,7186,-346,-3371,1,1,0.5399727455752528,0.4872448594960501,A,B
347,2993,694,7186,-347,-3372,1,1,0.5600469818718613,0.49993713751620694,A,B
348,2994,696,7186,-348,-3373,1,1,0.4207699985126908,0.38421257339649817,A,B
349,2994,698,7186,-349,-3373,1,1,0.9166097003627928,0.8571825073387184,A,B
350,2995,700,7186,-350,-3378,1,1,0.15841969283820956,0.1021873694511286,A,B
351,2997,702,7186,-351,-3382,1,1,0.32931975219140197,0.290224050373042,A,B
353,2999,706,7186,-353,-3383,1,1,0.6737430456250508,0.5803660351829207,A,B
354,3001,708,7186,-354,-3384,1,1,0.6403438230179299,0.5355644108561903,A,B
357,3002,714,7186,-357,-3386,1,1,0.7995747025357891,0.6999459214432685,A,B
358,3007,716,7186,-358,-3387,1,1,0.6130065854330331,0.5106209368685756,A,B
361,3007,722,7186,-361,-3387,1,1,0.9545201918375659,0.9236226196072415,A,B
362,3009,724,7186,-362,-3388,1,1,0.5269260804876169,0.4627741520523204,A,B
364,3010,728,7186,-364,-3391,1,1,0.3285346631607843,0.27580081618290186,A,B
368,3015,736,7186,-368,-3392,1,1,0.4343831235532878,0.4058773418398083,A,B
369,3016,738,7186,-369,-3393,1,1,0.9348276728506484,0.8819064278022691,A,B
370,3017,740,7186,-370,-3395,1,1,0.3646150917861434,0.33881678092197554,A,B
371,3018,742,7186,-371,-3396,1,1,0.04740890455370805,0.030482663418534672,A,B
372,3018,744,7186,-372,-3396,1,1,0.18579347166037097,0.12780706710488454,A,B
375,3021,750,7186,-375,-3397,1,1,0.8809803997140537,0.8133616756151754,A,B
376,3022,752,7186,-376,-3399,1,1,0.8860823199132729,0.8133616756151754,A,B
377,3023,754,7186,-377,-3400,1,1,0.38119512312923864,0.34130972623569644,A,B
380,2647,760,7186,-380,-3024,1,1,0.9887534805950582,0.9928011376356151,A,B
381,2649,762,7186,-381,-3026,1,1,0.08691222380306052,0.10332125679851589,A,B
383,2650,766,7186,-383,-3027,1,1,0.23895448054943957,0.2603790319177123,A,B
384,2651,768,7186,-384,-3031,1,1,0.664635249853333,0.6999459214432685,A,B
386,2651,772,7186,-386,-3031,1,1,0.7480710227115144,0.7825274309181992,A,B
387,2654,774,7186,-387,-3034,1,1,0.6873420752700101,0.7285529783041427,A,B
388,2655,776,7186,-388,-3035,1,1,0.6900878773376263,0.7388978831613703,A,B
391,2656,782,7186,-391,-3036,1,1,0.7148126487482395,0.7662524140463154,A,B
392,2657,784,7186,-392,-3037,1,1,0.6584630047503183,0.6960780877628314,A,B
395,2658,790,7186,-395,-3038,1,1,0.1999296653466266,0.20510197411074116,A,B
399,2660,798,7186,-399,-3041,1,1,0.5274126933684928,0.56603695514831,A,B
400,2661,800,7186,-400,-3042,1,1,0.919447310620988,0.9406661062732151,A,B
404,2663,808,7186,-404,-3043,1,1,0.41984171405874515,0.4717864721375966,A,B
405,2663,810,7186,-405,-3043,1,1,0.8202207944758639,0.8487261501021438,A,B
408,2665,816,7186,-408,-3045,1,1,0.4837880909958876,0.5118637314659358,A,B
410,2668,820,7186,-410,-3046,1,1,0.7128847621951816,0.7643606766559357,A,B
412,2671,824,7186,-412,-3048,1,1,0.4609068561838797,0.5039488754114507,A,B
413,2674,826,7186,-413,-3051,1,1,0.2789570789240142,0.30182243219740146,A,B
414,2675,828,7186,-414,-3054,1,1,0.5069626451506042,0.5342509451633768,A,B
415,2678,830,7186,-415,-3057,1,1,0.5838326606979451,0.6463417342976022,A,B
417,2679,834,7186,-417,-3059,1,1,0.657392157352364,0.6945155977988335,A,B
419,2681,838,7186,-419,-3061,1,1,0.8208066268243477,0.855370837435498,A,B
420,2681,840,7186,-420,-3061,1,1,0.3021544733772453,0.34507636947604514,A,B
421,2682,842,7186,-421,-3062,1,1,0.6892253411194373,0.7314275959059792,A,B
422,2683,844,7186,-422,-3064,1,1,0.7755804589476156,0.8227425755255332,A,B
423,2684,846,7186,-423,-3065,1,1,0.3221879376180756,0.36265753310929716,A,B
425,2685,850,7186,-425,-3071,1,1,0.7499062591574287,0.7853034397481469,A,B
426,2686,852,7186,-426,-3073,1,1,0.4421136872005065,0.49738128956208083,A,B
428,2687,856,7186,-428,-3074,1,1,0.3024993212043757,0.3477620687301779,A,B
430,2691,860,7186,-430,-3075,1,1,0.9785300126548877,0.9820972047589576,A,B
432,2692,864,7186,-432,-3076,1,1,0.24046503113835416,0.2618722429021725,A,B
433,2692,866,7186,-433,-3076,1,1,0.15580573267615971,0.17051549911377728,A,B
436,2693,872,7186,-436,-3077,1,1,0.18625724081500672,0.19793577235533866,A,B
437,2694,874,7186,-437,-3078,1,1,0.13044808427072108,0.13044808427072108,A,B
438,2696,876,7186,-438,-3083,1,1,0.6361481280182822,0.6841183600492824,A,B
439,2697,878,7186,-439,-3084,1,1,0.5479244003947619,0.5997819909809575,A,B
440,2698,880,7186,-440,-3087,1,1,0.03530237480699361,0.05197202665934175,A,B
441,2701,882,7186,-441,-3089,1,1,0.5722667640488317,0.6256876764001337,A,B
442,2703,884,7186,-442,-3090,1,1,0.43073008479683683,0.4872448594960501,A,B
444,2704,888,7186,-444,-3091,1,1,0.22042921811664873,0.23860432736567105,A,B
445,2704,890,7186,-445,-3091,1,1,0.8032338262453735,0.8352007840775202,A,B
446,2705,892,7186,-446,-3094,1,1,0.5055763690878322,0.5300522225750692,A,B
449,2706,898,7186,-449,-3095,1,1,0.019229533572785118,0.03494432943250436,A,B
451,2708,902,7186,-451,-3096,1,1,0.06345785428919504,0.08688639997486514,A,B
452,2709,904,7186,-452,-3097,1,1,0.16782737511933665,0.18051239965326915,A,B
454,2711,908,7186,-454,-3100,1,1,0.41296319588444375,0.45162097316133043,A,B
456,2712,912,7186,-456,-3101,1,1,0.3316355648509518,0.37644150870379745,A,B
457,2713,914,7186,-457,-3103,1,1,0.35699671284116796,0.4058773418398083,A,B
458,2713,916,7186,-458,-3103,1,1,0.2044455109558413,0.20700641306891354,A,B
459,2714,918,7186,-459,-3104,1,1,0.26400804436480707,0.2798358682128692,A,B
462,2715,924,7186,-462,-3105,1,1,0.09507447487118437,0.10681514949348259,A,B
464,2716,928,7186,-464,-3106,1,1,0.018639547573875204,0.025050600422351077,A,B
465,2718,930,7186,-465,-3108,1,1,0.052600982803591934,0.07851392549317071,A,B
466,2720,932,7186,-466,-3110,1,1,0.06540749652947409,0.09309896950611685,A,B
468,2723,936,7186,-468,-3111,1,1,0.9848275120949911,0.987370946598683,A,B
470,2724,940,7186,-470,-3113,1,1,0.0796305858718952,0.09637025062913651,A,B
472,2725,944,7186,-472,-3114,1,1,0.21817584126312994,0.23640044961784124,A,B
473,2725,946,7186,-473,-3114,1,1,0.07761103670316949,0.09412769060917414,A,B
475,2728,950,7186,-475,-3115,1,1,0.13909919586999575,0.13909919586999575,A,B
476,2731,952,7186,-476,-3119,1,1,0.6922375986859581,0.7464202462177183,A,B
477,2732,954,7186,-477,-3120,1,1,0.5873219863783451,0.6463417342976022,A,B
478,2733,956,7186,-478,-3121,1,1,0.28947802439383186,0.32689641467632335,A,B
480,2737,960,7186,-480,-3122,1,1,0.27652370984842933,0.290224050373042,A,B
483,2738,966,7186,-483,-3123,1,1,0.5149487709633138,0.5355644108561903,A,B
484,2739,968,7186,-484,-3124,1,1,0.5418701533943049,0.5740224522143414,A,B
485,2740,970,7186,-485,-3125,1,1,0.5450814076647976,0.5994001865348264,A,B
486,2740,972,7186,-486,-3125,1,1,0.6234000378671074,0.6647295682870051,A,B
