Feature_A	Feature_B	Feature_C	Constant_Feature	Random_Feature	Outcome
504	1008	-504	1	0.5903787415363068	A
505	1010	-505	1	0.5600046978232747	A
506	1012	-506	1	0.22467656060189023	A
507	1014	-507	1	0.2810039167088082	A
508	1016	-508	1	0.3542241791042863	A
509	1018	-509	1	0.5521379602311953	A
510	1020	-510	1	0.4785897594450468	A
512	1024	-512	1	0.14053537645537095	A
514	1028	-514	1	0.4375204955609494	A
515	1030	-515	1	0.22306936898909158	A
516	1032	-516	1	0.28340971777107127	A
518	1036	-518	1	0.7248512800033584	A
519	1038	-519	1	0.9779925537745947	A
522	1044	-522	1	0.4743378888324947	A
523	1046	-523	1	0.35334187064980294	A
524	1048	-524	1	0.44279200789698847	A
527	1054	-527	1	0.966680755525901	A
529	1058	-529	1	0.5750449268512543	A
530	1060	-530	1	0.4948413279439614	A
532	1064	-532	1	0.18649777580833615	A
536	1072	-536	1	0.9089866126904842	A
542	1084	-542	1	0.5663022043944864	A
543	1086	-543	1	0.8786446583850133	A
546	1092	-546	1	0.04098905014757703	A
547	1094	-547	1	0.4993322388878193	A
548	1096	-548	1	0.1995380748223563	A
550	1100	-550	1	0.38929531235549253	A
552	1104	-552	1	0.38199731482013544	A
553	1106	-553	1	0.5029476578746467	A
554	1108	-554	1	0.4365322167375175	A
556	1112	-556	1	0.5197256558138771	A
557	1114	-557	1	0.16040187004183215	A
558	1116	-558	1	0.8411987141216368	A
559	1118	-559	1	0.28797597220164517	A
561	1122	-561	1	0.3887201989765282	A
562	1124	-562	1	0.7722334028391612	A
563	1126	-563	1	0.5202457202974293	A
564	1128	-564	1	0.6302689599591855	A
569	1138	-569	1	0.369460800870519	A
570	1140	-570	1	0.3287430861880408	A
571	1142	-571	1	0.8235358158055394	A
573	1146	-573	1	0.6828339002940611	A
575	1150	-575	1	0.027508663499744457	A
576	1152	-576	1	0.538702281618182	A
577	1154	-577	1	0.9544389661224356	A
578	1156	-578	1	0.794969488863928	A
581	1162	-581	1	0.9779304587362311	A
582	1164	-582	1	0.39610258274789867	A
583	1166	-583	1	0.6984936701133053	A
584	1168	-584	1	0.8721555763444248	A
585	1170	-585	1	0.26362901600379907	A
586	1172	-586	1	0.3790218359147285	A
587	1174	-587	1	0.012185119865074534	A
589	1178	-589	1	0.8000805201621015	A
590	1180	-590	1	0.0098471992314072	A
592	1184	-592	1	0.28737401919223793	A
593	1186	-593	1	0.86759770664616	A
594	1188	-594	1	0.7753481099963087	A
595	1190	-595	1	0.5832815362201073	A
596	1192	-596	1	0.5150823237080102	A
597	1194	-597	1	0.40547115755241536	A
598	1196	-598	1	0.42628848205077174	A
599	1198	-599	1	0.5158781981805733	A
603	1206	-603	1	0.21883921765285108	A
605	1210	-605	1	0.6088265473270706	A
606	1212	-606	1	0.6522440293263757	A
607	1214	-607	1	0.5088705621014095	A
608	1216	-608	1	0.7596726311026545	A
609	1218	-609	1	0.5442159714613083	A
612	1224	-612	1	0.6731377675128996	A
613	1226	-613	1	0.775864936339085	A
614	1228	-614	1	0.23549993723336327	A
615	1230	-615	1	0.9135668313011737	A
616	1232	-616	1	0.026051054580784716	A
617	1234	-617	1	0.4184730801026749	A
618	1236	-618	1	0.5433457938397648	A
619	1238	-619	1	0.14107867132206253	A
620	1240	-620	1	0.7476345241034792	A
621	1242	-621	1	0.30693557340957833	A
622	1244	-622	1	0.3770418037599942	A
623	1246	-623	1	0.6746089657324873	A
624	1248	-624	1	0.044540630430612405	A
627	1254	-627	1	0.23656032567264296	A
628	1256	-628	1	0.2963618370885037	A
629	1258	-629	1	0.38782758724494804	A
630	1260	-630	1	0.17854556601665406	A
632	1264	-632	1	0.5268514747252402	A
633	1266	-633	1	0.8270064970733134	A
634	1268	-634	1	0.8578092993516007	A
636	1272	-636	1	0.8092994062363902	A
637	1274	-637	1	0.009801119524435298	A
639	1278	-639	1	0.9806699612096232	A
641	1282	-641	1	0.6733143630064584	A
643	1286	-643	1	0.65380628751576	A
644	1288	-644	1	0.12106224745481564	A
645	1290	-645	1	0.1850026648655052	A
646	1292	-646	1	0.2505479534726981	A
647	1294	-647	1	0.8662446918208029	A
649	1298	-649	1	0.27694862251618635	A
650	1300	-650	1	0.149828979810403	A
651	1302	-651	1	0.36690031044315696	A
652	1304	-652	1	0.8262388493153539	A
659	1318	-659	1	0.09702281827640413	A
660	1320	-660	1	0.007034410445552197	A
661	1322	-661	1	0.6334307846411474	A
662	1324	-662	1	0.14007110398887046	A
663	1326	-663	1	0.886682754454984	A
665	1330	-665	1	0.026870512552625958	A
666	1332	-666	1	0.4173203860900482	A
667	1334	-667	1	0.018643526466841864	A
668	1336	-668	1	0.5564001163695136	A
670	1340	-670	1	0.8881834691901798	A
671	1342	-671	1	0.3182188248887433	A
672	1344	-672	1	0.642282597577997	A
673	1346	-673	1	0.1259174459847625	A
674	1348	-674	1	0.5602338037075391	A
676	1352	-676	1	0.5803743753805589	A
680	1360	-680	1	0.6593205827374109	A
681	1362	-681	1	0.47980146632235776	A
682	1364	-682	1	0.5450121030705007	A
686	1372	-686	1	0.006798635738745951	A
687	1374	-687	1	0.24397821594698266	A
688	1376	-688	1	0.7505539831095122	A
689	1378	-689	1	0.4064494421896281	A
690	1380	-690	1	0.6679065865943398	A
691	1382	-691	1	0.7741321856453618	A
692	1384	-692	1	0.4010478573142755	A
693	1386	-693	1	0.5343623959527137	A
694	1388	-694	1	0.44971181767052837	A
695	1390	-695	1	0.8810874184045572	A
697	1394	-697	1	0.1447189668352289	A
698	1396	-698	1	0.4671882610937955	A
700	1400	-700	1	0.20852430453872894	A
701	1402	-701	1	0.8390823669970344	A
703	1406	-703	1	0.3597032568948223	A
704	1408	-704	1	0.9996486150062684	A
705	1410	-705	1	0.40504079227298906	A
706	1412	-706	1	0.8286870178368562	A
707	1414	-707	1	0.21386211260214605	A
708	1416	-708	1	0.06406361403603467	A
709	1418	-709	1	0.756722791576145	A
712	1424	-712	1	0.23580984883786105	A
713	1426	-713	1	0.5802622996428117	A
714	1428	-714	1	0.3397583204047022	A
717	1434	-717	1	0.21547956016860526	A
718	1436	-718	1	0.9734038812503113	A
719	1438	-719	1	0.885233810055732	A
720	1440	-720	1	0.11055009824880913	A
721	1442	-721	1	0.041054753724219184	A
722	1444	-722	1	0.42463698999129207	A
723	1446	-723	1	0.9685028667681479	A
725	1450	-725	1	0.8835351715247843	A
727	1454	-727	1	0.8302716130262836	A
728	1456	-728	1	0.35347516424587255	A
732	1464	-732	1	0.5665129466485584	A
733	1466	-733	1	0.4963989173408426	A
735	1470	-735	1	0.8706963555166904	A
736	1472	-736	1	0.8274485159137249	A
742	1484	-742	1	0.7637684562671038	A
743	1486	-743	1	0.8694917532737418	A
744	1488	-744	1	0.08445941278380198	A
747	1494	-747	1	0.7051037312393352	A
748	1496	-748	1	0.01929803548448472	A
749	1498	-749	1	0.4163071943829988	A
751	1502	-751	1	0.3498168939231705	A
752	1504	-752	1	0.6951173448159831	A
754	1508	-754	1	0.35538046964115433	A
755	1510	-755	1	0.7603009213330153	A
756	1512	-756	1	0.18411751472668703	A
758	1516	-758	1	0.48568929881797496	A
759	1518	-759	1	0.3293739348957512	A
760	1520	-760	1	0.9340658159122216	A
761	1522	-761	1	0.5448505572488751	A
762	1524	-762	1	0.11740798612466041	A
764	1528	-764	1	0.9460907466469631	A
766	1532	-766	1	0.3681503780057124	A
767	1534	-767	1	0.9873097957686825	A
768	1536	-768	1	0.16787445148851077	A
769	1538	-769	1	0.2969107230386322	A
771	1542	-771	1	0.07618020247730317	A
773	1546	-773	1	0.9497862023159981	A
776	1552	-776	1	0.8490612465325995	A
777	1554	-777	1	0.7469086171229686	A
778	1556	-778	1	0.05967811096029618	A
781	1562	-781	1	0.9935943525282959	A
782	1564	-782	1	0.8077469326834942	A
784	1568	-784	1	0.9680267134020188	A
785	1570	-785	1	0.9515627992091287	A
786	1572	-786	1	0.2756889798488803	A
787	1574	-787	1	0.733496520522886	A
788	1576	-788	1	0.18224777631278388	A
789	1578	-789	1	0.37969359550816584	A
793	1586	-793	1	0.8264169448922318	A
794	1588	-794	1	0.48486406219641554	A
795	1590	-795	1	0.0539763811128936	A
796	1592	-796	1	0.002989714961723844	A
797	1594	-797	1	0.4469464080277229	A
798	1596	-798	1	0.7515847430272854	A
799	1598	-799	1	0.9414331292370118	A
800	1600	-800	1	0.4192051753666395	A
801	1602	-801	1	0.4555888570681158	A
802	1604	-802	1	0.057341855879505355	A
803	1606	-803	1	0.7160771631926367	A
804	1608	-804	1	0.6397636541378838	A
807	1614	-807	1	0.4143245332741432	A
809	1618	-809	1	0.5770648339138627	A
810	1620	-810	1	0.2061319093543008	A
811	1622	-811	1	0.31544250583706845	A
812	1624	-812	1	0.10959926488407912	A
813	1626	-813	1	0.9459936916625011	A
815	1630	-815	1	0.5284967462467128	A
817	1634	-817	1	0.0051483058466944565	A
818	1636	-818	1	0.3640124245013252	A
819	1638	-819	1	0.1953423806914506	A
820	1640	-820	1	0.597707900124889	A
823	1646	-823	1	0.6954485080126598	A
825	1650	-825	1	0.9883289325210936	A
826	1652	-826	1	0.40794516816682824	A
829	1658	-829	1	0.1478432677629068	A
830	1660	-830	1	0.7648389041297176	A
832	1664	-832	1	0.7166696916994679	A
833	1666	-833	1	0.7213762986121413	A
834	1668	-834	1	0.12832763773200684	A
835	1670	-835	1	0.9178865236215058	A
838	1676	-838	1	0.381837236811707	A
839	1678	-839	1	0.6728971140335464	A
840	1680	-840	1	0.6122059812073105	A
841	1682	-841	1	0.649276951018651	A
842	1684	-842	1	0.36498153871031513	A
843	1686	-843	1	0.7269270572763428	A
844	1688	-844	1	0.3632516399210367	A
845	1690	-845	1	0.6902079297980166	A
848	1696	-848	1	0.18195925561378834	A
849	1698	-849	1	0.9295205890310994	A
850	1700	-850	1	0.6850763866161238	A
852	1704	-852	1	0.20729526735092207	A
853	1706	-853	1	0.6898936570726005	A
854	1708	-854	1	0.9591574361601795	A
855	1710	-855	1	0.5435630502924872	A
856	1712	-856	1	0.13783170958958613	A
857	1714	-857	1	0.9294267613093828	A
861	1722	-861	1	0.4314834181888654	A
863	1726	-863	1	0.3633224221592495	A
864	1728	-864	1	0.9900159754001144	A
865	1730	-865	1	0.9682613237126381	A
866	1732	-866	1	0.7831688647891669	A
867	1734	-867	1	0.5241036060594554	A
868	1736	-868	1	0.1964853593170841	A
869	1738	-869	1	0.031619449348039286	A
870	1740	-870	1	0.9531743995511144	A
872	1744	-872	1	0.9829719764482717	A
874	1748	-874	1	0.5653519862379137	A
876	1752	-876	1	0.38024841496170836	A
877	1754	-877	1	0.2617100037647607	A
879	1758	-879	1	0.03941044477222333	A
880	1760	-880	1	0.1596906468003063	A
882	1764	-882	1	0.5457636448483936	A
883	1766	-883	1	0.3694624169834603	A
884	1768	-884	1	0.48722139635773065	A
886	1772	-886	1	0.5641391202736679	A
888	1776	-888	1	0.6670468844039634	A
891	1782	-891	1	0.34125701479332693	A
893	1786	-893	1	0.3875330086991252	A
894	1788	-894	1	0.40668291477237084	A
895	1790	-895	1	0.5545811209151492	A
896	1792	-896	1	0.6927632964242225	A
897	1794	-897	1	0.3641576239283667	A
899	1798	-899	1	0.11745798441376565	A
901	1802	-901	1	0.22979809347915425	A
903	1806	-903	1	0.11522695342425093	A
904	1808	-904	1	0.8736085315217972	A
905	1810	-905	1	0.19059542367785587	A
907	1814	-907	1	0.9592451710544321	A
908	1816	-908	1	0.7721127173617995	A
909	1818	-909	1	0.07462055368370024	A
911	1822	-911	1	0.4736743438576265	A
912	1824	-912	1	0.9847201236334161	A
914	1828	-914	1	0.13791682289425877	A
915	1830	-915	1	0.28439764829236114	A
916	1832	-916	1	0.6395975738870323	A
917	1834	-917	1	0.1019697215720371	A
918	1836	-918	1	0.22089710017345088	A
919	1838	-919	1	0.4154979198180213	A
920	1840	-920	1	0.5176461524847502	A
924	1848	-924	1	0.7634857353556981	A
925	1850	-925	1	0.47273784926339557	A
926	1852	-926	1	0.9877229849498194	A
928	1856	-928	1	0.66391071105187	A
929	1858	-929	1	0.8473862012097082	A
930	1860	-930	1	0.6082060584512569	A
934	1868	-934	1	0.6460749088542331	A
936	1872	-936	1	0.17633828944335672	A
939	1878	-939	1	0.9234862124539127	A
941	1882	-941	1	0.18750253854544463	A
942	1884	-942	1	0.9075368091832708	A
943	1886	-943	1	0.07724269654975768	A
944	1888	-944	1	0.6579076003951917	A
947	1894	-947	1	0.8253233980600023	A
948	1896	-948	1	0.9209449756540545	A
949	1898	-949	1	0.7685370034164415	A
950	1900	-950	1	0.4188209671849449	A
953	1906	-953	1	0.6813091554313325	A
955	1910	-955	1	0.5696806106584977	A
957	1914	-957	1	0.7600911931745655	A
958	1916	-958	1	0.9278676887418871	A
959	1918	-959	1	0.6379842267785013	A
960	1920	-960	1	0.4031852709633118	A
961	1922	-961	1	0.4508822452285879	A
962	1924	-962	1	0.20527888429595598	A
964	1928	-964	1	0.9266215823620244	A
965	1930	-965	1	0.17287457072635537	A
966	1932	-966	1	0.09388339069781859	A
967	1934	-967	1	0.4743419526662298	A
970	1940	-970	1	0.7299503501190117	A
971	1942	-971	1	0.6850262310843567	A
975	1950	-975	1	0.6273946859595864	A
976	1952	-976	1	0.42500712653073713	A
977	1954	-977	1	0.8409807085943791	A
978	1956	-978	1	0.4756718713489857	A
979	1958	-979	1	0.8090622932219735	A
980	1960	-980	1	0.799755497825445	A
982	1964	-982	1	0.6720001840429707	A
983	1966	-983	1	0.22989508008876158	A
984	1968	-984	1	0.8843604366782604	A
987	1974	-987	1	0.5904701565150182	A
990	1980	-990	1	0.7570445523667825	A
991	1982	-991	1	0.28210883218374005	A
993	1986	-993	1	0.6741709176642192	A
994	1988	-994	1	0.17062032821476902	A
995	1990	-995	1	0.6414368954907091	A
996	1992	-996	1	0.09480171303808205	A
998	1996	-998	1	0.07027358849992027	A
999	1998	-999	1	0.5710881530684861	A
1000	2000	-1000	1	0.7049749138306657	A
1001	2002	-1001	1	0.03405608840592156	A
1002	2004	-1002	1	0.2716661598446465	A
1005	2010	-1005	1	0.6154018168806065	A
1006	2012	-1006	1	0.695625033635517	A
1008	2016	-1008	1	0.3445030733457989	A
1010	2020	-1010	1	0.046875770859217236	A
1012	2024	-1012	1	0.2637748151049719	A
1014	2028	-1014	1	0.981914812064275	A
1015	2030	-1015	1	0.5890114928087481	A
1019	2038	-1019	1	0.9433046642510536	A
1020	2040	-1020	1	0.8880368927795123	A
1021	2042	-1021	1	0.0758267326169384	A
