Feature_A,Feature_A_noFeature_A,Feature_B,Feature_B_noFeature_A,Feature_C,Feature_C_noFeature_A,Constant_Feature,Constant_Feature_noFeature_A,Random_Feature,Random_Feature_noFeature_A,Outcome,Outcome_noFeature_A
40,4769,80,5412,-40,-3087,1,1,0.33555884917832757,0.37076041926504044,A,B
44,4769,88,5418,-44,-3090,1,1,0.904874412160271,0.8896766932364099,A,B
47,4769,94,5418,-47,-3090,1,1,0.2305366671079544,0.2305366671079544,A,B
49,4769,98,5420,-49,-3092,1,1,0.9811859405281693,0.9770743664240338,A,B
51,4769,102,5424,-51,-3093,1,1,0.781546714666819,0.7863143964531846,A,B
53,4769,106,5424,-53,-3093,1,1,0.6126882731315999,0.6126882731315999,A,B
55,4769,110,5428,-55,-3095,1,1,0.19801557000832803,0.22165672816496917,A,B
57,4769,114,5438,-57,-3098,1,1,0.8716112659590262,0.8527694037464577,A,B
58,4769,116,5446,-58,-3099,1,1,0.6990714441542448,0.7184314053505323,A,B
59,4769,118,5446,-59,-3099,1,1,0.6660756885796641,0.6652796127508342,A,B
62,4769,124,5452,-62,-3103,1,1,0.45349228145258125,0.4578046602740826,A,B
64,4769,128,5466,-64,-3104,1,1,0.9339019752854141,0.934540665405342,A,B
65,4769,130,5466,-65,-3104,1,1,0.8196716673036895,0.8066293354359845,A,B
67,4769,134,5468,-67,-3106,1,1,0.4721768561275196,0.4737526404175101,A,B
69,4769,138,5472,-69,-3107,1,1,0.6148166275211174,0.6148166275211174,A,B
70,4769,140,5472,-70,-3107,1,1,0.26851316588012253,0.26851316588012253,A,B
72,4769,144,5474,-72,-3110,1,1,0.6989201841749049,0.7147060332966533,A,B
73,4769,146,5476,-73,-3112,1,1,0.9124335052312337,0.9060607157109178,A,B
74,4769,148,5482,-74,-3118,1,1,0.9287774865147025,0.9303705705345104,A,B
75,4769,150,5482,-75,-3118,1,1,0.1085223985747511,0.1312793687711078,A,B
76,4769,152,5484,-76,-3119,1,1,0.07992246840953654,0.08062485441986278,A,B
77,4769,154,5488,-77,-3121,1,1,0.3177613223079766,0.33581158310604886,A,B
78,4769,156,5488,-78,-3121,1,1,0.7158194744388905,0.7281753149833974,A,B
80,4769,160,5492,-80,-3123,1,1,0.0892138953251973,0.1003296744209099,A,B
83,4769,166,5494,-83,-3124,1,1,0.5230344821103822,0.5293669438787622,A,B
84,4769,168,5494,-84,-3124,1,1,0.6049105647855177,0.6049105647855177,A,B
85,4769,170,5500,-85,-3126,1,1,0.7662235109427884,0.7863143964531846,A,B
86,4769,172,5502,-86,-3127,1,1,0.265396702489769,0.26377244133366806,A,B
87,4769,174,5506,-87,-3130,1,1,0.496620333685441,0.4871715175426282,A,B
88,4769,176,5506,-88,-3130,1,1,0.6652796127508342,0.6652796127508342,A,B
89,4769,178,5508,-89,-3132,1,1,0.7563219408390943,0.7715522176376897,A,B
90,4769,180,5518,-90,-3135,1,1,0.9350021751713612,0.9396005944948667,A,B
91,4769,182,5518,-91,-3135,1,1,0.6907762785685028,0.7084096773612025,A,B
93,4769,186,5522,-93,-3138,1,1,0.12578338243392762,0.15342328920203419,A,B
95,4769,190,5524,-95,-3140,1,1,0.1196576277544038,0.15342328920203419,A,B
97,4769,194,5524,-97,-3140,1,1,0.6836739991217567,0.6925362445160747,A,B
98,4769,196,5528,-98,-3141,1,1,0.787067200994671,0.7983384974668297,A,B
99,4769,198,5530,-99,-3144,1,1,0.0697790930161255,0.07124125383624991,A,B
100,4769,200,5534,-100,-3145,1,1,0.9704987321934507,0.9624734981550711,A,B
101,4769,202,5534,-101,-3145,1,1,0.568308296658921,0.5639798964492758,A,B
103,4769,206,5538,-103,-3146,1,1,0.1342167688071716,0.1658796473669636,A,B
104,4769,208,5544,-104,-3150,1,1,0.5203322358106707,0.5244064236368436,A,B
105,4769,210,5544,-105,-3150,1,1,0.12604351974039207,0.15711928674634346,A,B
107,4769,214,5548,-107,-3151,1,1,0.1787072135860368,0.18843633151403405,A,B
109,4769,218,5550,-109,-3153,1,1,0.2691068211597738,0.2691068211597738,A,B
110,4769,220,5552,-110,-3155,1,1,0.002171776965759209,0.001821949410769741,A,B
111,4769,222,5552,-111,-3155,1,1,0.18699089416717707,0.20420620977082515,A,B
113,4769,226,5556,-113,-3157,1,1,0.6079857373866157,0.6049105647855177,A,B
114,4769,228,5560,-114,-3158,1,1,0.042141323626516125,0.042141323626516125,A,B
115,4769,230,5560,-115,-3158,1,1,0.4238001671468208,0.42787849076828455,A,B
117,4769,234,5566,-117,-3161,1,1,0.7290298189188597,0.7522054182851269,A,B
118,4769,236,5568,-118,-3162,1,1,0.27957556634464376,0.27957556634464376,A,B
119,4769,238,5568,-119,-3162,1,1,0.576504222584609,0.576504222584609,A,B
120,4769,240,5572,-120,-3166,1,1,0.02526476937129729,0.023446746327649093,A,B
123,4769,246,5576,-123,-3167,1,1,0.5183587267563847,0.5172140322695878,A,B
124,4769,248,5580,-124,-3168,1,1,0.19420030134338195,0.20447145482616524,A,B
126,4769,252,5580,-126,-3168,1,1,0.5865329906523271,0.5850625834023614,A,B
127,4769,254,5584,-127,-3171,1,1,0.42557464691226454,0.43821040098362085,A,B
128,4769,256,5586,-128,-3172,1,1,0.10091499834217199,0.12942458033777282,A,B
129,4769,258,5586,-129,-3172,1,1,0.6605086323111727,0.6605086323111727,A,B
130,4769,260,5588,-130,-3177,1,1,0.5094851922950093,0.5110851577909193,A,B
131,4769,262,5594,-131,-3178,1,1,0.327156931827313,0.3467922367848052,A,B
132,4769,264,5594,-132,-3178,1,1,0.12856935689320792,0.16553209266029612,A,B
133,4769,266,5596,-133,-3181,1,1,0.1366838139824369,0.1658796473669636,A,B
136,4769,272,5600,-136,-3182,1,1,0.7163037216556709,0.7349411616590555,A,B
137,4769,274,5602,-137,-3184,1,1,0.6874123878100573,0.7035976698003591,A,B
138,4769,276,5602,-138,-3184,1,1,0.6409730235131522,0.6488593729214684,A,B
139,4769,278,5604,-139,-3187,1,1,0.9643180423470267,0.9597358655455461,A,B
141,4769,282,5608,-141,-3191,1,1,0.1665247701121827,0.18274601207146912,A,B
142,4769,284,5608,-142,-3191,1,1,0.9030137720547777,0.8871531201447668,A,B
143,4769,286,5610,-143,-3192,1,1,0.0703363161827757,0.07581916844292025,A,B
144,4769,288,5614,-144,-3193,1,1,0.4197565262806793,0.423648850762522,A,B
145,4769,290,5614,-145,-3193,1,1,0.5740659105974854,0.5643649797470728,A,B
147,4769,294,5616,-147,-3197,1,1,0.9870125238584078,0.9770743664240338,A,B
148,4769,296,5620,-148,-3198,1,1,0.022360748991243407,0.014927674388902079,A,B
149,4769,298,5624,-149,-3202,1,1,0.43827016084681647,0.45163245954388,A,B
150,4769,300,5624,-150,-3202,1,1,0.16298114442068545,0.1680533837169732,A,B
152,4769,304,5626,-152,-3203,1,1,0.5632926118771908,0.5618584628857307,A,B
154,4769,308,5634,-154,-3205,1,1,0.5348630591682411,0.5363614037302173,A,B
160,4769,320,5634,-160,-3205,1,1,0.08360858219042888,0.08518571984397771,A,B
162,4769,324,5638,-162,-3206,1,1,0.6849094596697933,0.6977139168183455,A,B
163,4769,326,5646,-163,-3208,1,1,0.613608176994569,0.6126882731315999,A,B
165,4769,330,5646,-165,-3208,1,1,0.995698692212092,0.9944740726572984,A,B
167,4769,334,5648,-167,-3209,1,1,0.3155750751133015,0.33461109054482485,A,B
169,4769,338,5652,-169,-3211,1,1,0.8550496687637387,0.8468914914221589,A,B
171,4769,342,5656,-171,-3212,1,1,0.6795527176050346,0.6925362445160747,A,B
172,4769,344,5656,-172,-3212,1,1,0.8783255310893295,0.8713074291322984,A,B
173,4769,346,5658,-173,-3213,1,1,0.28925589685817976,0.28925589685817976,A,B
174,4769,348,5668,-174,-3215,1,1,0.1090599521234924,0.1378281844067265,A,B
175,4769,350,5668,-175,-3215,1,1,0.9631806765517967,0.9534435387121504,A,B
176,4769,352,5672,-176,-3216,1,1,0.9325130658100549,0.934540665405342,A,B
179,4769,358,5674,-179,-3218,1,1,0.32690739746301467,0.33581158310604886,A,B
180,4769,360,5674,-180,-3218,1,1,0.09035409316557286,0.11161245723735569,A,B
181,4769,362,5684,-181,-3219,1,1,0.29616614392801033,0.29655900821439407,A,B
182,4769,364,5686,-182,-3224,1,1,0.15952526396464106,0.1680533837169732,A,B
184,4769,368,5692,-184,-3225,1,1,0.4966686227162417,0.494833775220371,A,B
185,4769,370,5692,-185,-3225,1,1,0.6108523749465351,0.6108523749465351,A,B
187,4769,374,5694,-187,-3227,1,1,0.7833350325966877,0.7966462126278536,A,B
188,4769,376,5696,-188,-3228,1,1,0.49007703866439556,0.48573108297627376,A,B
192,4769,384,5696,-192,-3228,1,1,0.7202026704961484,0.7434981974992501,A,B
193,4769,386,5700,-193,-3232,1,1,0.8451883470213619,0.8317358872592439,A,B
194,4769,388,5704,-194,-3235,1,1,0.44728987361273154,0.45163245954388,A,B
196,4769,392,5704,-196,-3235,1,1,0.32940702326524707,0.3622844436920112,A,B
197,4769,394,5708,-197,-3236,1,1,0.037045502930102,0.02890641259804505,A,B
198,4769,396,5710,-198,-3238,1,1,0.35724654342042717,0.3839774973189355,A,B
199,4769,398,5712,-199,-3239,1,1,0.1485261406685977,0.16791369286963842,A,B
200,4769,400,5712,-200,-3239,1,1,0.8674230285707516,0.8527694037464577,A,B
201,4769,402,5720,-201,-3242,1,1,0.7036281261485189,0.7239643516932773,A,B
205,4769,410,5724,-205,-3243,1,1,0.540834462534557,0.540834462534557,A,B
208,4769,416,5724,-208,-3243,1,1,0.3979404096920458,0.4148394984028383,A,B
209,4769,418,5734,-209,-3245,1,1,0.9184920145432297,0.9060607157109178,A,B
210,4769,420,5736,-210,-3246,1,1,0.3008194497113249,0.3025127166182384,A,B
211,4769,422,5736,-211,-3246,1,1,0.309082519377045,0.31288722673486835,A,B
214,4769,428,5738,-214,-3248,1,1,0.17611576702503973,0.18274601207146912,A,B
215,4769,430,5742,-215,-3249,1,1,0.2723810276710532,0.2723810276710532,A,B
216,4769,432,5744,-216,-3252,1,1,0.42830812748434965,0.4409054793599425,A,B
217,4769,434,5744,-217,-3252,1,1,0.08031946104702192,0.08167606683765005,A,B
218,4769,436,5750,-218,-3253,1,1,0.0030408206773757662,0.0038644681598412056,A,B
220,4769,440,5752,-220,-3256,1,1,0.5931048400909187,0.5934539532909999,A,B
222,4769,444,5752,-222,-3256,1,1,0.6769628562199955,0.6830623773615659,A,B
224,4769,448,5756,-224,-3257,1,1,0.7976282032831209,0.7983384974668297,A,B
225,4769,450,5764,-225,-3258,1,1,0.05001455554763812,0.042141323626516125,A,B
227,4769,454,5764,-227,-3258,1,1,0.5750338224165021,0.5742903008873838,A,B
228,4769,456,5766,-228,-3263,1,1,0.30573238752856824,0.3070671375220516,A,B
230,4769,460,5772,-230,-3264,1,1,0.6381978046846547,0.6447461750811035,A,B
231,4769,462,5774,-231,-3266,1,1,0.5659133390492883,0.5618584628857307,A,B
232,4769,464,5774,-232,-3266,1,1,0.42363238629069444,0.42595429888758674,A,B
234,4769,468,5780,-234,-3267,1,1,0.8204342239764609,0.8114537583882862,A,B
236,4769,472,5788,-236,-3269,1,1,0.00991617709061643,0.010785107547286787,A,B
237,4769,474,5788,-237,-3269,1,1,0.6576150259677965,0.6540519974115205,A,B
238,4769,476,5792,-238,-3270,1,1,0.05765378439408464,0.05450756459755113,A,B
239,4769,478,5796,-239,-3274,1,1,0.9711269078625028,0.9687904791429568,A,B
240,4769,480,5796,-240,-3274,1,1,0.5089551691875212,0.5089551691875212,A,B
242,4769,484,5798,-242,-3275,1,1,0.33700327710120903,0.3750797499036297,A,B
243,4769,486,5804,-243,-3279,1,1,0.005038634283475951,0.0038644681598412056,A,B
244,4769,488,5816,-244,-3280,1,1,0.5414862413857782,0.5483874182006229,A,B
245,4769,490,5816,-245,-3280,1,1,0.30882284514135494,0.3070671375220516,A,B
248,4769,496,5818,-248,-3286,1,1,0.21085955694432024,0.22350250236830127,A,B
251,4769,502,5824,-251,-3290,1,1,0.47584175381012384,0.47584175381012384,A,B
253,4769,506,5824,-253,-3290,1,1,0.24083679547789394,0.241020076185557,A,B
254,4769,508,5826,-254,-3292,1,1,0.6712862547608752,0.6802208630759197,A,B
255,4769,510,5830,-255,-3294,1,1,0.7652497429462864,0.7750328015637515,A,B
256,4769,512,5830,-256,-3294,1,1,0.8525372969233118,0.8334432844070989,A,B
257,4769,514,5834,-257,-3298,1,1,0.7011184079009996,0.7184314053505323,A,B
258,4769,516,5838,-258,-3300,1,1,0.3564727991632094,0.38359182289743265,A,B
259,4769,518,5848,-259,-3301,1,1,0.081202145384341,0.08167606683765005,A,B
261,4769,522,5848,-261,-3301,1,1,0.48279965143654047,0.47584175381012384,A,B
264,4769,528,5850,-264,-3303,1,1,0.8493739597253898,0.8334432844070989,A,B
265,4769,530,5860,-265,-3304,1,1,0.3275151794051292,0.3541001588175644,A,B
266,4769,532,5860,-266,-3304,1,1,0.3138868785018196,0.3206211616683612,A,B
270,4769,540,5862,-270,-3307,1,1,0.8429390820194244,0.8195547680451946,A,B
272,4769,544,5864,-272,-3308,1,1,0.875594750228626,0.861274705217188,A,B
274,4769,548,5864,-274,-3308,1,1,0.3624582939917167,0.3939824335709884,A,B
275,4769,550,5872,-275,-3311,1,1,0.6369152371498763,0.6369045866801039,A,B
276,4769,552,5876,-276,-3313,1,1,0.8771017954463624,0.861274705217188,A,B
277,4769,554,5886,-277,-3314,1,1,0.9925642064905364,0.9872597865727357,A,B
278,4769,556,5886,-278,-3314,1,1,0.9881268590884522,0.9839841321275486,A,B
279,4769,558,5888,-279,-3316,1,1,0.3341702181352614,0.3622844436920112,A,B
284,4769,568,5890,-284,-3317,1,1,0.5753923219747862,0.5742903008873838,A,B
285,4769,570,5890,-285,-3317,1,1,0.21391326494733143,0.22565034474374557,A,B
286,4769,572,5900,-286,-3321,1,1,0.2831580734983373,0.27957556634464376,A,B
287,4769,574,5902,-287,-3322,1,1,0.9623512045252148,0.9534435387121504,A,B
290,4769,580,5902,-290,-3322,1,1,0.0870175323967809,0.09812281723784155,A,B
291,4769,582,5906,-291,-3326,1,1,0.27098224920265324,0.2691068211597738,A,B
292,4769,584,5908,-292,-3329,1,1,0.6147408709676349,0.6147408709676349,A,B
293,4769,586,5910,-293,-3331,1,1,0.2604983046074889,0.2604983046074889,A,B
294,4769,588,5910,-294,-3331,1,1,0.5339369261069321,0.5339369261069321,A,B
295,4769,590,5914,-295,-3332,1,1,0.25413723861324644,0.25413723861324644,A,B
297,4769,594,5916,-297,-3334,1,1,0.9908953618203862,0.9872597865727357,A,B
298,4769,596,5916,-298,-3334,1,1,0.6418916978832145,0.6488593729214684,A,B
299,4769,598,5920,-299,-3339,1,1,0.6278734811917449,0.6369045866801039,A,B
300,4769,600,5924,-300,-3341,1,1,0.21373980925782232,0.22565034474374557,A,B
301,4769,602,5926,-301,-3345,1,1,0.9219972574667378,0.9143554077433366,A,B
302,4769,604,5926,-302,-3345,1,1,0.09218590346476363,0.11423361057948744,A,B
303,4769,606,5932,-303,-3346,1,1,0.038608454938565795,0.02890641259804505,A,B
304,4769,608,5936,-304,-3349,1,1,0.506128863163508,0.5057113325314054,A,B
305,4769,610,5936,-305,-3349,1,1,0.9800516331269955,0.9722124503947794,A,B
306,4769,612,5940,-306,-3350,1,1,0.09194760954612846,0.11161245723735569,A,B
309,4769,618,5944,-309,-3352,1,1,0.9609316868416599,0.948732922882207,A,B
310,4769,620,5944,-310,-3352,1,1,0.5337843550186968,0.5293669438787622,A,B
312,4769,624,5946,-312,-3355,1,1,0.7978511104064193,0.8049247086320629,A,B
313,4769,626,5950,-313,-3357,1,1,0.9274519207278953,0.9239755549355453,A,B
314,4769,628,5952,-314,-3359,1,1,0.7652292050289865,0.7750328015637515,A,B
315,4769,630,5952,-315,-3359,1,1,0.9045348905642515,0.8896766932364099,A,B
317,4769,634,5962,-317,-3360,1,1,0.5706021284316248,0.5643649797470728,A,B
318,4769,636,5966,-318,-3364,1,1,0.18656056276474098,0.20420620977082515,A,B
319,4769,638,5966,-319,-3364,1,1,0.8785941295651573,0.8718386085248406,A,B
320,4769,640,5968,-320,-3366,1,1,0.7208389255758687,0.7472742435857463,A,B
321,4769,642,5972,-321,-3370,1,1,0.8992775549231041,0.8809225796706706,A,B
322,4769,644,5972,-322,-3370,1,1,0.08650454670403318,0.09812281723784155,A,B
324,4769,648,5980,-324,-3373,1,1,0.24055981485762024,0.24055981485762024,A,B
325,4769,650,5988,-325,-3375,1,1,0.060166791682989995,0.060813072542556856,A,B
327,4769,654,5992,-327,-3376,1,1,0.29005724881410777,0.29005724881410777,A,B
329,4769,658,5992,-329,-3376,1,1,0.8720207961564451,0.8605368186122571,A,B
330,4769,660,5996,-330,-3382,1,1,0.39662090313585807,0.41328736746549166,A,B
331,4769,662,6000,-331,-3383,1,1,0.3825366961863146,0.40529944517643124,A,B
332,4769,664,6000,-332,-3383,1,1,0.907746497501214,0.8965183846598592,A,B
333,4769,666,6002,-333,-3385,1,1,0.9729333096554914,0.9687904791429568,A,B
334,4769,668,6006,-334,-3386,1,1,0.16469229964190457,0.17058478845316005,A,B
335,4769,670,6006,-335,-3386,1,1,0.1101939591908071,0.1378281844067265,A,B
337,4769,674,6008,-337,-3387,1,1,0.5741999114922793,0.5678276178771463,A,B
338,4769,676,6018,-338,-3390,1,1,0.053354170044430216,0.05450756459755113,A,B
340,4769,680,6020,-340,-3391,1,1,0.05076993205839975,0.049987341179931644,A,B
341,4769,682,6020,-341,-3391,1,1,0.8975236053190654,0.8718386085248406,A,B
342,4769,684,6022,-342,-3393,1,1,0.7405272494332596,0.7553192102423594,A,B
345,4769,690,6026,-345,-3394,1,1,0.4708611622020543,0.4708611622020543,A,B
346,4769,692,6026,-346,-3394,1,1,0.7064100547721253,0.7281753149833974,A,B
347,4769,694,6028,-347,-3398,1,1,0.10185397216272551,0.12942458033777282,A,B
349,4769,698,6032,-349,-3399,1,1,0.619953193988682,0.6194276180445482,A,B
352,4769,704,6032,-352,-3399,1,1,0.9430183542696174,0.9452116991909318,A,B
354,4769,708,6038,-354,-3401,1,1,0.04032934246595932,0.035121154743001703,A,B
355,4769,710,6044,-355,-3403,1,1,0.46600555879568495,0.4644897433830574,A,B
356,4769,712,6050,-356,-3406,1,1,0.35283097471221436,0.38359182289743265,A,B
357,4769,714,6050,-357,-3406,1,1,0.3964636571703387,0.41328736746549166,A,B
358,4769,716,6058,-358,-3407,1,1,0.578914645904586,0.578914645904586,A,B
359,4769,718,6070,-359,-3409,1,1,0.6269670224111284,0.6364080175023646,A,B
360,4769,720,6070,-360,-3409,1,1,0.24885971870933776,0.241020076185557,A,B
361,4769,722,6074,-361,-3414,1,1,0.8244540673131523,0.8114537583882862,A,B
362,4769,724,6076,-362,-3416,1,1,0.7658745458229812,0.7845146213411933,A,B
364,4769,728,6076,-364,-3416,1,1,0.9451208779028456,0.9452116991909318,A,B
365,4769,730,6080,-365,-3418,1,1,0.5057113325314054,0.5057113325314054,A,B
366,4769,732,6082,-366,-3419,1,1,0.40831246042735436,0.423648850762522,A,B
371,4769,742,6090,-371,-3421,1,1,0.8387874785589179,0.8164632480994188,A,B
372,4769,744,6090,-372,-3421,1,1,0.3657196642069439,0.3947884433232508,A,B
374,4769,748,6092,-374,-3422,1,1,0.49081502673691324,0.4871715175426282,A,B
375,4769,750,6094,-375,-3430,1,1,0.1820333366525364,0.19160963417195387,A,B
376,4769,752,6094,-376,-3430,1,1,0.6691501012450989,0.6691501012450989,A,B
377,4769,754,6098,-377,-3431,1,1,0.35130405636741435,0.3770821598830879,A,B
379,4769,758,6100,-379,-3433,1,1,0.20441503770884195,0.22165672816496917,A,B
380,4769,760,6100,-380,-3433,1,1,0.3472541052413166,0.3750797499036297,A,B
381,4769,762,6104,-381,-3434,1,1,0.45639983428165687,0.4644897433830574,A,B
383,4769,766,5342,-383,-3053,1,1,0.019389091116614243,0.02890641259804505,A,B
384,4769,768,5346,-384,-3055,1,1,0.7782824979799993,0.7472742435857463,A,B
385,4769,770,5346,-385,-3055,1,1,0.3206211616683612,0.3206211616683612,A,B
389,4769,778,5350,-389,-3057,1,1,0.6861096738575249,0.6652796127508342,A,B
390,4769,780,5358,-390,-3062,1,1,0.19437703600311151,0.18274601207146912,A,B
392,4769,784,5358,-392,-3062,1,1,0.5802103594474728,0.5363614037302173,A,B
394,4769,788,5364,-394,-3064,1,1,0.26623340326602296,0.27957556634464376,A,B
395,4769,790,5376,-395,-3066,1,1,0.5475302287689332,0.4871715175426282,A,B
397,4769,794,5376,-397,-3066,1,1,0.7996835282163028,0.7715522176376897,A,B
398,4769,796,5378,-398,-3068,1,1,0.6794451910881156,0.6369045866801039,A,B
399,4769,798,5384,-399,-3071,1,1,0.6383902374989666,0.6108523749465351,A,B
400,4769,800,5384,-400,-3071,1,1,0.6466525165640833,0.6147408709676349,A,B
401,4769,802,5386,-401,-3073,1,1,0.6896508377244611,0.6691501012450989,A,B
404,4769,808,5390,-404,-3075,1,1,0.9575592493249176,0.9452116991909318,A,B
405,4769,810,5392,-405,-3076,1,1,0.8221224019726963,0.7983384974668297,A,B
406,4769,812,5392,-406,-3076,1,1,0.8607463993422443,0.8317358872592439,A,B
407,4769,814,5394,-407,-3077,1,1,0.20420620977082515,0.20420620977082515,A,B
408,4769,816,5398,-408,-3079,1,1,0.5426781270551726,0.48573108297627376,A,B
409,4769,818,5398,-409,-3079,1,1,0.19000094850911997,0.1680533837169732,A,B
411,4769,822,5400,-411,-3080,1,1,0.47407993571624696,0.42787849076828455,A,B
412,4769,824,5404,-412,-3083,1,1,0.5479473030267517,0.494833775220371,A,B
413,4769,826,5404,-413,-3083,1,1,0.1179565482015249,0.11161245723735569,A,B
414,4769,828,5410,-414,-3084,1,1,0.6816076192823697,0.6540519974115205,A,B
415,4769,830,5412,-415,-3087,1,1,0.1510335944550495,0.15342328920203419,A,B
416,4769,832,5412,-416,-3087,1,1,0.19134176523410384,0.17058478845316005,A,B
417,4769,834,5418,-417,-3090,1,1,0.015830959287115864,0.014927674388902079,A,B
418,4769,836,5420,-418,-3092,1,1,0.5160840645388153,0.4708611622020543,A,B
419,4769,838,5424,-419,-3093,1,1,0.8935105878976581,0.861274705217188,A,B
420,4769,840,5424,-420,-3093,1,1,0.8926467181724509,0.8605368186122571,A,B
421,4769,842,5428,-421,-3095,1,1,0.6095579242053977,0.5678276178771463,A,B
422,4769,844,5438,-422,-3098,1,1,0.1357753233811827,0.1312793687711078,A,B
423,4769,846,5438,-423,-3098,1,1,0.3568304947103562,0.3541001588175644,A,B
425,4769,850,5446,-425,-3099,1,1,0.4573711429136279,0.423648850762522,A,B
427,4769,854,5452,-427,-3103,1,1,0.8023384327783769,0.7845146213411933,A,B
428,4769,856,5452,-428,-3103,1,1,0.7422407194359771,0.7084096773612025,A,B
429,4769,858,5466,-429,-3104,1,1,0.9039271533462222,0.8713074291322984,A,B
431,4769,862,5468,-431,-3106,1,1,0.0285777127426331,0.03685484993142085,A,B
432,4769,864,5468,-432,-3106,1,1,0.11554725729231019,0.1003296744209099,A,B
433,4769,866,5472,-433,-3107,1,1,0.6607665885438345,0.6194276180445482,A,B
435,4769,870,5474,-435,-3110,1,1,0.07885615119372491,0.08518571984397771,A,B
436,4769,872,5476,-436,-3112,1,1,0.19355937662313982,0.17058478845316005,A,B
439,4769,878,5476,-439,-3112,1,1,0.8139748261891445,0.7966462126278536,A,B
442,4769,884,5482,-442,-3118,1,1,0.7468416734915838,0.7184314053505323,A,B
443,4769,886,5484,-443,-3119,1,1,0.011213826211185829,0.010785107547286787,A,B
444,4769,888,5484,-444,-3119,1,1,0.8771421069175928,0.8482181233587572,A,B
445,4769,890,5488,-445,-3121,1,1,0.16553209266029612,0.16553209266029612,A,B
448,4769,896,5492,-448,-3123,1,1,0.8545712826453361,0.8195547680451946,A,B
449,4769,898,5492,-449,-3123,1,1,0.9919360708819087,0.9722124503947794,A,B
450,4769,900,5494,-450,-3124,1,1,0.613484289687388,0.5742903008873838,A,B
452,4769,904,5500,-452,-3126,1,1,0.2645931543956688,0.2691068211597738,A,B
454,4769,908,5500,-454,-3126,1,1,0.6221425257384188,0.578914645904586,A,B
455,4769,910,5502,-455,-3127,1,1,0.524057339417817,0.4737526404175101,A,B
457,4769,914,5506,-457,-3130,1,1,0.4435696729536609,0.40529944517643124,A,B
458,4769,916,5508,-458,-3132,1,1,0.9385814186942678,0.9143554077433366,A,B
459,4769,918,5508,-459,-3132,1,1,0.2558792874563377,0.26851316588012253,A,B
460,4769,920,5518,-460,-3135,1,1,0.6193920700848753,0.576504222584609,A,B
462,4769,924,5522,-462,-3138,1,1,0.8982475272058454,0.8713074291322984,A,B
465,4769,930,5522,-465,-3138,1,1,0.028105596965441237,0.03685484993142085,A,B
466,4769,932,5524,-466,-3140,1,1,0.6482595918863554,0.6147408709676349,A,B
469,4769,938,5528,-469,-3141,1,1,0.071758304749728,0.08062485441986278,A,B
470,4769,940,5528,-470,-3141,1,1,0.7328422963608654,0.7035976698003591,A,B
472,4769,944,5530,-472,-3144,1,1,0.27669086109609176,0.29005724881410777,A,B
473,4769,946,5534,-473,-3145,1,1,0.10539986396913215,0.08518571984397771,A,B
475,4769,950,5534,-475,-3145,1,1,0.6847068281943581,0.6652796127508342,A,B
476,4769,952,5538,-476,-3146,1,1,0.8124559134059888,0.7863143964531846,A,B
478,4769,956,5544,-478,-3150,1,1,0.9511484217042864,0.934540665405342,A,B
479,4769,958,5548,-479,-3151,1,1,0.960533741064849,0.948732922882207,A,B
