Feature_A	Feature_B	Feature_C	Constant_Feature	Random_Feature	Outcome
497	994	-497	1	0.9956123811011043	A
499	998	-499	1	0.709657288067681	A
501	1002	-501	1	0.008095952893473202	A
502	1004	-502	1	0.29655900821439407	A
503	1006	-503	1	0.5054735335153961	A
504	1008	-504	1	0.051977204655907494	A
505	1010	-505	1	0.6339046777063261	A
507	1014	-507	1	0.6693425869591054	A
508	1016	-508	1	0.7110889091416233	A
509	1018	-509	1	0.5394311604711849	A
510	1020	-510	1	0.32860455003945144	A
511	1022	-511	1	0.5523750731432158	A
512	1024	-512	1	0.7680006759335415	A
513	1026	-513	1	0.9480733674454882	A
514	1028	-514	1	0.031270669334285794	A
516	1032	-516	1	0.010429720630433681	A
517	1034	-517	1	0.40755615390630384	A
518	1036	-518	1	0.378640965774405	A
521	1042	-521	1	0.6213498404870395	A
522	1044	-522	1	0.8416709596651393	A
523	1046	-523	1	0.6065352846423194	A
524	1048	-524	1	0.8430565278567776	A
527	1054	-527	1	0.3070671375220516	A
528	1056	-528	1	0.01690169414250353	A
529	1058	-529	1	0.9243782878880562	A
530	1060	-530	1	0.388687119762827	A
531	1062	-531	1	0.38552884651248776	A
532	1064	-532	1	0.4030460824430335	A
533	1066	-533	1	0.9095073650168248	A
534	1068	-534	1	0.7766213015467323	A
535	1070	-535	1	0.5430948858830603	A
537	1074	-537	1	0.7589780809734842	A
538	1076	-538	1	0.6824348632955007	A
540	1080	-540	1	0.24615360928557983	A
541	1082	-541	1	0.03421369747175229	A
545	1090	-545	1	0.7549392428288066	A
549	1098	-549	1	0.4646191061091077	A
550	1100	-550	1	0.06244870953541437	A
551	1102	-551	1	0.7857646788971084	A
552	1104	-552	1	0.43941926239122864	A
553	1106	-553	1	0.5193344449086623	A
554	1108	-554	1	0.5616000545969858	A
555	1110	-555	1	0.6981863847047408	A
557	1114	-557	1	0.1676952954234192	A
558	1116	-558	1	0.9461759354701985	A
560	1120	-560	1	0.33568358712185853	A
561	1122	-561	1	0.6061511223237007	A
562	1124	-562	1	0.7629483525558428	A
564	1128	-564	1	0.5862903295641854	A
565	1130	-565	1	0.07253693602230771	A
567	1134	-567	1	0.8668518325875372	A
568	1136	-568	1	0.9253761365789154	A
569	1138	-569	1	0.22893239721325354	A
570	1140	-570	1	0.4678907357203753	A
571	1142	-571	1	0.6403807329887687	A
572	1144	-572	1	0.24228837301213946	A
573	1146	-573	1	0.5695389064529643	A
575	1150	-575	1	0.6845573081940208	A
576	1152	-576	1	0.627806827303102	A
577	1154	-577	1	0.5776696521007381	A
578	1156	-578	1	0.2546675248991356	A
579	1158	-579	1	0.2694247950839397	A
580	1160	-580	1	0.33581158310604886	A
581	1162	-581	1	0.20447145482616524	A
582	1164	-582	1	0.18793602958436106	A
583	1166	-583	1	0.5899042791121274	A
586	1172	-586	1	0.011727188251716036	A
588	1176	-588	1	0.9404641288373157	A
591	1182	-591	1	0.3565617666958173	A
592	1184	-592	1	0.31288722673486835	A
593	1186	-593	1	0.7677707527733608	A
595	1190	-595	1	0.5734163456682363	A
596	1192	-596	1	0.49660980040046465	A
597	1194	-597	1	0.8023289826484845	A
598	1196	-598	1	0.3025127166182384	A
599	1198	-599	1	0.8506170879066964	A
601	1202	-601	1	0.9187058425483323	A
603	1206	-603	1	0.927665133367048	A
604	1208	-604	1	0.2224684677306964	A
605	1210	-605	1	0.6410010034094711	A
607	1214	-607	1	0.5000922447145647	A
609	1218	-609	1	0.8611186040304938	A
610	1220	-610	1	0.9915343704183173	A
612	1224	-612	1	0.681093863690057	A
613	1226	-613	1	0.8485445252982992	A
615	1230	-615	1	0.5151623034358629	A
616	1232	-616	1	0.1362795028157212	A
617	1234	-617	1	0.8856252638576148	A
618	1236	-618	1	0.17448812571603645	A
622	1244	-622	1	0.12972811620400082	A
623	1246	-623	1	0.8676760944635913	A
625	1250	-625	1	0.24300007275827273	A
627	1254	-627	1	0.006317615437732127	A
628	1256	-628	1	0.7980093462108347	A
629	1258	-629	1	0.22407775381829875	A
630	1260	-630	1	0.9921522675014246	A
631	1262	-631	1	0.9054943125595684	A
632	1264	-632	1	0.5500975207074699	A
635	1270	-635	1	0.7792805579771065	A
636	1272	-636	1	0.22565034474374557	A
637	1274	-637	1	0.8293338501105663	A
639	1278	-639	1	0.1350305185271532	A
640	1280	-640	1	0.46741352471366104	A
641	1282	-641	1	0.9049185303842187	A
645	1290	-645	1	0.12144499279639653	A
646	1292	-646	1	0.9555890936275458	A
648	1296	-648	1	0.7058123805056301	A
649	1298	-649	1	0.8906589110017419	A
650	1300	-650	1	0.6231151408450681	A
651	1302	-651	1	0.7331892193107108	A
652	1304	-652	1	0.7734024428218712	A
654	1308	-654	1	0.7936983181787934	A
656	1312	-656	1	0.9988212228723657	A
657	1314	-657	1	0.5513770005373666	A
662	1324	-662	1	0.66874914251556	A
663	1326	-663	1	0.9902074373688248	A
668	1336	-668	1	0.06641590040618794	A
672	1344	-672	1	0.2651723587410757	A
675	1350	-675	1	0.38395834220117364	A
676	1352	-676	1	0.14634619236217272	A
677	1354	-677	1	0.4965416277651339	A
678	1356	-678	1	0.6555336086041441	A
680	1360	-680	1	0.43648845143080095	A
681	1362	-681	1	0.05410169253400976	A
682	1364	-682	1	0.13476252247320408	A
684	1368	-684	1	0.23179777601739093	A
685	1370	-685	1	0.3876858380454672	A
687	1374	-687	1	0.20844305239538052	A
689	1378	-689	1	0.7423564919672324	A
690	1380	-690	1	0.6122112262734538	A
691	1382	-691	1	0.8368858745871639	A
692	1384	-692	1	0.40458041902603337	A
693	1386	-693	1	0.2590963573200895	A
694	1388	-694	1	0.45302971873435205	A
699	1398	-699	1	0.6055053618136658	A
700	1400	-700	1	0.6805106830174183	A
703	1406	-703	1	0.5555338376351479	A
704	1408	-704	1	0.36290052239611936	A
706	1412	-706	1	0.9110409070859408	A
707	1414	-707	1	0.38350835679299977	A
708	1416	-708	1	0.19838573753808386	A
709	1418	-709	1	0.10780379586293687	A
710	1420	-710	1	0.2782318889267589	A
713	1426	-713	1	0.9981740863958145	A
714	1428	-714	1	0.22769140891331208	A
715	1430	-715	1	0.9878724817000752	A
716	1432	-716	1	0.02425123700395493	A
717	1434	-717	1	0.943121222959905	A
718	1436	-718	1	0.041986887662902816	A
719	1438	-719	1	0.9949870074937631	A
721	1442	-721	1	0.8162268434335068	A
724	1448	-724	1	0.9564181342084374	A
726	1452	-726	1	0.7806629998766323	A
727	1454	-727	1	0.6627302429828719	A
728	1456	-728	1	0.9454753740183337	A
731	1462	-731	1	0.5599816587879375	A
732	1464	-732	1	0.42124501559760164	A
734	1468	-734	1	0.12172059383563272	A
735	1470	-735	1	0.15711928674634346	A
736	1472	-736	1	0.019126785246348144	A
737	1474	-737	1	0.7000198170732937	A
738	1476	-738	1	0.6092942154578342	A
740	1480	-740	1	0.48528547138936995	A
741	1482	-741	1	0.30830943147425816	A
742	1484	-742	1	0.6247118373337255	A
744	1488	-744	1	0.554558983727686	A
745	1490	-745	1	0.19923386245997132	A
746	1492	-746	1	0.9062218364247696	A
747	1494	-747	1	0.06795924358910654	A
749	1498	-749	1	0.47474023815515265	A
750	1500	-750	1	0.07286248179423582	A
751	1502	-751	1	0.8037678051674486	A
752	1504	-752	1	0.14021609646320676	A
754	1508	-754	1	0.6974975403119164	A
755	1510	-755	1	0.9920148106172819	A
756	1512	-756	1	0.2731784398232857	A
757	1514	-757	1	0.34972773090304676	A
760	1520	-760	1	0.6036667850596027	A
762	1524	-762	1	0.1441614433733811	A
764	1528	-764	1	0.8110424795325841	A
767	1534	-767	1	0.506898598834889	A
770	1540	-770	1	0.6279164761766054	A
771	1542	-771	1	0.6840032254796687	A
772	1544	-772	1	0.1642958470131023	A
773	1546	-773	1	0.7440455631670795	A
774	1548	-774	1	0.870849345601252	A
776	1552	-776	1	0.4816929424722688	A
779	1558	-779	1	0.792784471842919	A
780	1560	-780	1	0.975599676325745	A
781	1562	-781	1	0.31542576522939514	A
785	1570	-785	1	0.29725573304187003	A
786	1572	-786	1	0.6278316666035619	A
787	1574	-787	1	0.9879835252425145	A
790	1580	-790	1	0.7983384974668297	A
792	1584	-792	1	0.6975715628489247	A
793	1586	-793	1	0.2519203459392232	A
794	1588	-794	1	0.1850306929604738	A
795	1590	-795	1	0.2919111999090206	A
797	1594	-797	1	0.7540982518448553	A
798	1596	-798	1	0.43472811101822295	A
799	1598	-799	1	0.8941479315356667	A
800	1600	-800	1	0.23731053656601475	A
801	1602	-801	1	0.021820379775653875	A
802	1604	-802	1	0.4842465817146837	A
806	1612	-806	1	0.9835054595892729	A
807	1614	-807	1	0.8090657450806477	A
808	1616	-808	1	0.891059588769599	A
809	1618	-809	1	0.11225932833144037	A
810	1620	-810	1	0.69452446019792	A
811	1622	-811	1	0.9553079876737477	A
812	1624	-812	1	0.6162142565274665	A
813	1626	-813	1	0.0045419781482261	A
814	1628	-814	1	0.4890115073318104	A
815	1630	-815	1	0.9108558987467762	A
816	1632	-816	1	0.5613004034597666	A
818	1636	-818	1	0.8481575606584522	A
819	1638	-819	1	0.9224031991296553	A
820	1640	-820	1	0.7751044383286666	A
822	1644	-822	1	0.8895495649194518	A
823	1646	-823	1	0.4082299572282897	A
825	1650	-825	1	0.6730509411578147	A
826	1652	-826	1	0.9804405694975059	A
829	1658	-829	1	0.589710629078964	A
830	1660	-830	1	0.44783750561500657	A
831	1662	-831	1	0.3116217376171472	A
832	1664	-832	1	0.6047511073397281	A
833	1666	-833	1	0.35249820730896575	A
835	1670	-835	1	0.42080107219903984	A
836	1672	-836	1	0.4962622141315576	A
837	1674	-837	1	0.30626558629802514	A
838	1676	-838	1	0.7366561420163926	A
839	1678	-839	1	0.8830842381310561	A
842	1684	-842	1	0.515655004118135	A
844	1688	-844	1	0.4839835498305505	A
845	1690	-845	1	0.6251561417053684	A
846	1692	-846	1	0.5419196506544447	A
847	1694	-847	1	0.2530334703449042	A
848	1696	-848	1	0.4747873024809086	A
849	1698	-849	1	0.899753173474519	A
850	1700	-850	1	0.09829317805251536	A
851	1702	-851	1	0.3615730057182167	A
853	1706	-853	1	0.7234881059335284	A
854	1708	-854	1	0.9543500191212577	A
855	1710	-855	1	0.3273911702778277	A
856	1712	-856	1	0.8302569002373754	A
857	1714	-857	1	0.45901681645194015	A
858	1716	-858	1	0.9228757206565679	A
859	1718	-859	1	0.3985929920749466	A
860	1720	-860	1	0.46999070968495604	A
861	1722	-861	1	0.6325070267789542	A
862	1724	-862	1	0.7201438750376111	A
863	1726	-863	1	0.9976303583179827	A
864	1728	-864	1	0.3669920392127882	A
866	1732	-866	1	0.6642562551390676	A
867	1734	-867	1	0.2808357465854979	A
868	1736	-868	1	0.5640562523659252	A
869	1738	-869	1	0.276681506247363	A
870	1740	-870	1	0.028682787233551554	A
871	1742	-871	1	0.30659269809352485	A
873	1746	-873	1	0.8962016893340029	A
876	1752	-876	1	0.15279464407995547	A
877	1754	-877	1	0.8474687471873011	A
878	1756	-878	1	0.6447461750811035	A
879	1758	-879	1	0.3382523824553393	A
880	1760	-880	1	0.13124062560774896	A
886	1772	-886	1	0.5791685947467001	A
890	1780	-890	1	0.46942801964545156	A
892	1784	-892	1	0.3614058599755613	A
893	1786	-893	1	0.8182950761473841	A
894	1788	-894	1	0.4404847173138473	A
899	1798	-899	1	0.6293487729603586	A
900	1800	-900	1	0.04976780929623925	A
901	1802	-901	1	0.8612229782587724	A
902	1804	-902	1	0.0674633681396648	A
903	1806	-903	1	0.5503809409396445	A
904	1808	-904	1	0.41581301380109537	A
905	1810	-905	1	0.6508817673557747	A
906	1812	-906	1	0.7932614057868852	A
908	1816	-908	1	0.4384479181232711	A
909	1818	-909	1	0.5217429891787067	A
910	1820	-910	1	0.7614729688736364	A
911	1822	-911	1	0.83504151870816	A
912	1824	-912	1	0.29938104083065475	A
914	1828	-914	1	0.2344861297166021	A
915	1830	-915	1	0.564876890196634	A
916	1832	-916	1	0.41456546637784253	A
917	1834	-917	1	0.36617856936818216	A
918	1836	-918	1	0.422073887453674	A
920	1840	-920	1	0.8729717130277516	A
921	1842	-921	1	0.7239643516932773	A
922	1844	-922	1	0.12354064691077538	A
923	1846	-923	1	0.642064821810337	A
924	1848	-924	1	0.14282102548157194	A
926	1852	-926	1	0.6041907134673461	A
928	1856	-928	1	0.546897935538139	A
929	1858	-929	1	0.4364792402856964	A
930	1860	-930	1	0.021728780172816875	A
932	1864	-932	1	0.9156966288391937	A
933	1866	-933	1	0.8178814060706825	A
935	1870	-935	1	0.4875774036533297	A
936	1872	-936	1	0.9665829110121997	A
937	1874	-937	1	0.7472742435857463	A
938	1876	-938	1	0.4544161175188368	A
939	1878	-939	1	0.12362952400408167	A
940	1880	-940	1	0.5639630308858021	A
943	1886	-943	1	0.5340135928408248	A
944	1888	-944	1	0.4565700030488251	A
945	1890	-945	1	0.38577587571144034	A
946	1892	-946	1	0.16404213951607105	A
948	1896	-948	1	0.7131367723154792	A
949	1898	-949	1	0.19051762564510555	A
950	1900	-950	1	0.47597945014010223	A
952	1904	-952	1	0.1203023579262622	A
953	1906	-953	1	0.6142180568163389	A
954	1908	-954	1	0.7966462126278536	A
955	1910	-955	1	0.0692270483627957	A
956	1912	-956	1	0.5312035604726864	A
957	1914	-957	1	0.9885310763719054	A
958	1916	-958	1	0.5521555603552227	A
959	1918	-959	1	0.0783489898256281	A
960	1920	-960	1	0.5272940058762756	A
961	1922	-961	1	0.7969454978494085	A
962	1924	-962	1	0.46130011417192274	A
967	1934	-967	1	0.005877147655481085	A
968	1936	-968	1	0.30899443222057366	A
970	1940	-970	1	0.30013105208781554	A
972	1944	-972	1	0.16292122941899034	A
973	1946	-973	1	0.4097668801576727	A
974	1948	-974	1	0.7499492757417122	A
977	1954	-977	1	0.9134858354760232	A
979	1958	-979	1	0.6402034320208827	A
982	1964	-982	1	0.2674515239071996	A
983	1966	-983	1	0.18610923194178075	A
986	1972	-986	1	0.5127371723931397	A
987	1974	-987	1	0.5915403055502033	A
989	1978	-989	1	0.8153824195228787	A
990	1980	-990	1	0.8272627020260768	A
991	1982	-991	1	0.12221852679114098	A
992	1984	-992	1	0.4030615402147779	A
993	1986	-993	1	0.12372983546191596	A
996	1992	-996	1	0.4149092955369891	A
997	1994	-997	1	0.23774477864592647	A
998	1996	-998	1	0.5337241721906978	A
999	1998	-999	1	0.3500178126753495	A
1000	2000	-1000	1	0.05595237703866818	A
1001	2002	-1001	1	0.6722059363666568	A
1003	2006	-1003	1	0.43404191668261893	A
1005	2010	-1005	1	0.7777856228255329	A
