age,age_nonative_country,workclass,workclass_nonative_country,fnlwgt,fnlwgt_nonative_country,education,education_nonative_country,education_num,education_num_nonative_country,marital_status,marital_status_nonative_country,occupation,occupation_nonative_country,relationship,relationship_nonative_country,race,race_nonative_country,sex,sex_nonative_country,capital_gain,capital_gain_nonative_country,capital_loss,capital_loss_nonative_country,hours_per_week,hours_per_week_nonative_country,native_country,native_country_nonative_country,income_per_year,income_per_year_nonative_country
22,40,Private,Private,54164,179481,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Wife,White,White,Male,Female,14084,3411,0,1602,60,37,United-States,United-States,>50K,>50K
38,40,Private,Federal-gov,219446,179481,9th,Bachelors,5,9,Married-spouse-absent,Divorced,Exec-managerial,Exec-managerial,Not-in-family,Unmarried,White,White,Male,Male,0,3411,0,1602,54,37,Mexico,United-States,<=50K,>50K
21,40,Private,Self-emp-inc,110677,179481,Some-college,HS-grad,10,9,Never-married,Divorced,Adm-clerical,Exec-managerial,Own-child,Not-in-family,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
63,40,Private,Private,145985,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Tech-support,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
34,40,Local-gov,Private,382078,179481,Bachelors,5th-6th,13,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Adm-clerical,Husband,Husband,White,White,Male,Male,3103,3411,0,1602,50,37,United-States,United-States,>50K,<=50K
42,40,Self-emp-inc,Private,170721,179481,HS-grad,Assoc-voc,9,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,5178,3411,0,1602,50,37,United-States,United-States,>50K,<=50K
33,40,Private,Private,269705,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
30,40,Private,Private,101135,179481,Bachelors,HS-grad,13,9,Never-married,Married-civ-spouse,Exec-managerial,Machine-op-inspct,Not-in-family,Husband,White,White,Female,Male,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
39,40,Private,Private,118429,179481,Some-college,Bachelors,10,9,Divorced,Married-civ-spouse,Sales,Sales,Not-in-family,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
26,40,Private,?,31208,179481,Masters,7th-8th,14,9,Never-married,Married-spouse-absent,Exec-managerial,?,Not-in-family,Not-in-family,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
33,40,Private,Private,281384,179481,HS-grad,Some-college,9,9,Never-married,Married-civ-spouse,Machine-op-inspct,Other-service,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
47,40,Local-gov,Private,171807,179481,HS-grad,Doctorate,9,9,Divorced,Married-civ-spouse,Adm-clerical,Craft-repair,Not-in-family,Husband,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
41,40,Private,Private,109912,179481,Bachelors,Some-college,13,9,Never-married,Divorced,Other-service,Tech-support,Not-in-family,Own-child,White,White,Female,Male,0,3411,0,1602,40,37,?,United-States,<=50K,<=50K
41,40,Self-emp-inc,Private,445382,179481,Assoc-acdm,HS-grad,12,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Craft-repair,Husband,Husband,White,White,Male,Male,15024,3411,0,1602,60,37,United-States,United-States,>50K,<=50K
19,40,Private,Private,105460,179481,Some-college,Some-college,10,9,Never-married,Married-spouse-absent,Other-service,Adm-clerical,Own-child,Not-in-family,White,White,Male,Female,0,3411,0,1602,20,37,United-States,United-States,<=50K,<=50K
46,40,Private,Private,170338,179481,HS-grad,HS-grad,9,9,Separated,Married-civ-spouse,Transport-moving,Machine-op-inspct,Not-in-family,Wife,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
43,40,Private,Self-emp-inc,102606,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3411,0,1602,48,37,United-States,United-States,<=50K,>50K
55,40,Private,?,323887,179481,Some-college,Some-college,10,9,Married-civ-spouse,Never-married,Exec-managerial,Other-service,Husband,Own-child,White,White,Male,Male,15024,3411,0,1602,45,37,United-States,United-States,>50K,<=50K
46,40,Private,Private,175622,179481,Assoc-voc,Some-college,11,9,Married-civ-spouse,Never-married,Tech-support,Prof-specialty,Husband,Own-child,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
30,40,Private,Private,229636,179481,HS-grad,Bachelors,9,9,Married-civ-spouse,Separated,Machine-op-inspct,Sales,Husband,Own-child,White,White,Male,Female,0,3411,0,1602,40,37,Mexico,United-States,<=50K,<=50K
21,40,Private,Self-emp-not-inc,388946,179481,Some-college,Bachelors,10,9,Separated,Married-civ-spouse,Handlers-cleaners,Sales,Not-in-family,Husband,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
46,40,Private,Private,269034,179481,Some-college,Some-college,10,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Not-in-family,Other,White,Male,Male,0,3411,0,1602,40,37,Dominican-Republic,United-States,<=50K,<=50K
17,40,?,Private,165361,179481,10th,Some-college,6,9,Never-married,Married-civ-spouse,?,Prof-specialty,Own-child,Other-relative,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
41,40,Private,Private,75012,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Never-married,Machine-op-inspct,Other-service,Husband,Own-child,White,White,Male,Female,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
69,40,Self-emp-inc,Private,174379,179481,HS-grad,Assoc-acdm,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3411,0,1602,30,37,United-States,United-States,<=50K,<=50K
50,40,Private,?,312477,179481,HS-grad,10th,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Adm-clerical,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
20,40,Private,Private,72055,179481,Some-college,11th,10,9,Never-married,Never-married,Adm-clerical,Other-service,Not-in-family,Wife,White,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
45,40,Self-emp-inc,Local-gov,67001,179481,Some-college,7th-8th,10,9,Married-civ-spouse,Married-civ-spouse,Machine-op-inspct,Craft-repair,Husband,Husband,White,White,Male,Male,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
23,40,Private,Private,213734,179481,Bachelors,HS-grad,13,9,Never-married,Never-married,Exec-managerial,Sales,Not-in-family,Not-in-family,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
24,40,Private,Private,83141,179481,Some-college,Bachelors,10,9,Separated,Married-civ-spouse,Other-service,Other-service,Not-in-family,Husband,White,White,Male,Male,0,3411,1876,1602,40,37,United-States,United-States,<=50K,<=50K
44,40,Self-emp-inc,Private,223881,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Other-service,Husband,Wife,White,White,Male,Female,99999,3411,0,1602,50,37,?,United-States,>50K,<=50K
31,40,Self-emp-not-inc,Private,113752,179481,Some-college,HS-grad,10,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,Sales,Husband,Husband,White,White,Male,Male,0,3411,0,1602,50,37,United-States,United-States,<=50K,<=50K
43,40,Private,Private,170482,179481,HS-grad,HS-grad,9,9,Separated,Divorced,Machine-op-inspct,Craft-repair,Not-in-family,Not-in-family,White,White,Female,Female,0,3411,0,1602,44,37,United-States,United-States,<=50K,>50K
20,40,Federal-gov,Private,244689,179481,11th,HS-grad,7,9,Never-married,Married-civ-spouse,Other-service,Other-service,Own-child,Own-child,White,White,Female,Female,0,3411,0,1602,10,37,United-States,United-States,<=50K,<=50K
55,40,Private,Local-gov,160631,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Sales,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3411,0,1602,56,37,United-States,United-States,>50K,>50K
24,40,Federal-gov,Private,228724,179481,Some-college,Masters,10,9,Never-married,Married-civ-spouse,Armed-Forces,Prof-specialty,Not-in-family,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
41,40,?,Private,38434,179481,Masters,9th,14,9,Married-civ-spouse,Never-married,?,Prof-specialty,Wife,Not-in-family,White,White,Female,Male,7688,3411,0,1602,10,37,United-States,United-States,>50K,<=50K
59,40,Private,Federal-gov,292946,179481,Bachelors,Doctorate,13,9,Never-married,Never-married,Exec-managerial,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,3411,0,1602,25,37,United-States,United-States,<=50K,>50K
49,40,Federal-gov,Private,77443,179481,7th-8th,5th-6th,4,9,Never-married,Married-civ-spouse,Other-service,Prof-specialty,Not-in-family,Husband,Black,White,Male,Male,0,3411,0,1602,20,37,United-States,United-States,<=50K,<=50K
33,40,Private,Private,176410,179481,Masters,Some-college,14,9,Married-civ-spouse,Divorced,Prof-specialty,Craft-repair,Wife,Unmarried,White,White,Female,Female,5178,3411,0,1602,10,37,United-States,United-States,>50K,<=50K
59,40,Federal-gov,Private,98984,179481,Bachelors,Some-college,13,9,Divorced,Married-spouse-absent,Adm-clerical,Machine-op-inspct,Not-in-family,Unmarried,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
34,40,Private,Private,198751,179481,Masters,HS-grad,14,9,Never-married,Married-civ-spouse,Other-service,Craft-repair,Not-in-family,Wife,Amer-Indian-Eskimo,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
20,40,Private,Private,479296,179481,HS-grad,Bachelors,9,9,Never-married,Married-civ-spouse,Handlers-cleaners,Protective-serv,Own-child,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
25,40,Private,Local-gov,235218,179481,Bachelors,Some-college,13,9,Never-married,Never-married,Exec-managerial,Handlers-cleaners,Own-child,Not-in-family,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
49,40,Private,Private,164877,179481,10th,Doctorate,6,9,Married-civ-spouse,Married-civ-spouse,Farming-fishing,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
59,40,Private,Private,272087,179481,HS-grad,Some-college,9,9,Married-civ-spouse,Married-civ-spouse,Transport-moving,Machine-op-inspct,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,>50K,>50K
20,40,Private,Private,169699,179481,HS-grad,Assoc-acdm,9,9,Never-married,Divorced,Adm-clerical,Exec-managerial,Not-in-family,Unmarried,White,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
51,40,?,Private,189762,179481,Some-college,HS-grad,10,9,Married-civ-spouse,Never-married,?,Other-service,Wife,Own-child,White,White,Female,Male,0,3411,0,1602,18,37,United-States,United-States,<=50K,<=50K
33,40,Private,Private,202191,179481,Some-college,Masters,10,9,Never-married,Married-civ-spouse,Adm-clerical,Exec-managerial,Unmarried,Husband,Black,White,Female,Male,0,3411,0,1602,35,37,United-States,United-States,<=50K,>50K
22,40,Private,Private,212261,179481,Some-college,Bachelors,10,9,Never-married,Married-civ-spouse,Transport-moving,Exec-managerial,Own-child,Husband,Black,Asian-Pac-Islander,Male,Male,0,3411,0,1602,39,37,United-States,United-States,<=50K,>50K
58,40,Self-emp-not-inc,Private,301568,179481,9th,Masters,5,9,Widowed,Never-married,Other-service,Prof-specialty,Not-in-family,Not-in-family,White,White,Female,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
52,40,Local-gov,Private,155233,179481,HS-grad,Some-college,9,9,Widowed,Never-married,Adm-clerical,Tech-support,Unmarried,Own-child,White,White,Female,Female,0,3411,0,1602,28,37,United-States,United-States,<=50K,<=50K
36,40,Private,Private,75826,179481,10th,HS-grad,6,9,Separated,Never-married,Machine-op-inspct,Craft-repair,Not-in-family,Wife,White,White,Female,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
41,40,Local-gov,Self-emp-inc,201520,179481,HS-grad,HS-grad,9,9,Married-civ-spouse,Married-civ-spouse,Protective-serv,Craft-repair,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,>50K
28,40,Private,?,154236,179481,HS-grad,Bachelors,9,9,Never-married,Never-married,Transport-moving,Sales,Own-child,Other-relative,White,White,Male,Female,2597,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
19,40,Private,Private,289227,179481,Some-college,11th,10,9,Never-married,Never-married,Handlers-cleaners,Machine-op-inspct,Own-child,Other-relative,Black,White,Male,Male,0,3411,0,1602,16,37,United-States,United-States,<=50K,<=50K
18,40,Private,Private,217439,179481,HS-grad,11th,9,9,Never-married,Never-married,Other-service,Adm-clerical,Not-in-family,Not-in-family,White,White,Female,Female,0,3411,0,1602,28,37,United-States,United-States,<=50K,<=50K
18,40,Private,Private,179020,179481,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,Machine-op-inspct,Handlers-cleaners,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,48,37,United-States,United-States,<=50K,<=50K
28,40,Private,Private,149624,179481,Some-college,Bachelors,10,9,Married-civ-spouse,Never-married,Craft-repair,Machine-op-inspct,Husband,Other-relative,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
29,40,Private,Private,337266,179481,Assoc-voc,Prof-school,11,9,Married-civ-spouse,Married-civ-spouse,Exec-managerial,Prof-specialty,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,>50K,>50K
20,40,?,Private,30796,179481,HS-grad,HS-grad,9,9,Never-married,Married-civ-spouse,?,Other-service,Own-child,Husband,White,White,Female,Male,0,3411,0,1602,20,37,United-States,United-States,<=50K,>50K
40,40,Private,Private,103541,179481,Some-college,Some-college,10,9,Married-civ-spouse,Married-civ-spouse,Handlers-cleaners,Exec-managerial,Husband,Wife,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
26,40,Private,Private,206721,179481,HS-grad,Some-college,9,9,Never-married,Never-married,Handlers-cleaners,Machine-op-inspct,Unmarried,Own-child,White,White,Male,Female,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
46,40,Private,Private,96773,179481,HS-grad,9th,9,9,Married-civ-spouse,Married-civ-spouse,Craft-repair,?,Husband,Husband,White,White,Male,Male,0,3411,0,1602,40,37,United-States,United-States,<=50K,<=50K
23,40,Private,Private,200967,179481,11th,HS-grad,7,9,Never-married,Married-civ-spouse,Other-service,Sales,Not-in-family,Husband,White,White,Female,Male,0,3411,0,1602,24,37,United-States,United-States,<=50K,<=50K
